date,ym,papua_new_guinea_rnz_body_count,papua_new_guinea_rnz_epu_count,papua_new_guinea_rnz_ratio,papua_new_guinea_png_business_news_body_count,papua_new_guinea_png_business_news_epu_count,papua_new_guinea_png_business_news_ratio,papua_new_guinea_wantok_body_count,papua_new_guinea_wantok_epu_count,papua_new_guinea_wantok_ratio,papua_new_guinea_abc_au_body_count,papua_new_guinea_abc_au_epu_count,papua_new_guinea_abc_au_ratio,papua_new_guinea_post_courier_body_count,papua_new_guinea_post_courier_epu_count,papua_new_guinea_post_courier_ratio,news_total,papua_new_guinea_rnz_weights,papua_new_guinea_png_business_news_weights,papua_new_guinea_wantok_weights,papua_new_guinea_abc_au_weights,papua_new_guinea_post_courier_weights,papua_new_guinea_rnz_z_score,papua_new_guinea_png_business_news_z_score,papua_new_guinea_wantok_z_score,papua_new_guinea_abc_au_z_score,papua_new_guinea_post_courier_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2015-11-01,2015-11,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,96.0,0.7916666666666666,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,207.0,0.0,0.0,309.0,0.2912621359223301,0.0,0.0,0.038834951456310676,0.6699029126213593,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,2016-1,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,404.0,0.0,0.0,504.0,0.16666666666666666,0.0,0.0,0.031746031746031744,0.8015873015873016,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,2016-2,93,1.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,389.0,0.0,0.0,491.0,0.1894093686354379,0.0,0.0,0.018329938900203666,0.7922606924643585,1.393452735105648,0.0,,0.0,0.0,0.348363183776412,0.2639330027796849,140.84980502117733,119.37907424849777,140.84980502117733
2016-03-01,2016-3,97,1.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,467.0,0.0,0.0,589.0,0.16468590831918506,0.0,0.0,0.042444821731748725,0.7928692699490663,1.3359907666476831,0.0,,0.0,0.0,0.3339976916619208,0.2200188529114181,117.41469315008159,114.45622582587932,117.41469315008159
2016-04-01,2016-4,103,1.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,411.0,0.0,0.0,557.0,0.18491921005385997,0.0,0.0,0.07719928186714542,0.7378815080789947,1.25816606179442,0.0,,0.0,0.0,0.314541515448605,0.2326590742636001,124.16024105098394,107.78887286514846,124.16024105098394
2016-05-01,2016-5,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,595.0,0.0,0.0,769.0,0.18985695708712613,0.0,0.0,0.036410923276983094,0.7737321196358907,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,2016-6,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,507.0,0.0,0.0,652.0,0.18251533742331288,0.0,0.0,0.03987730061349693,0.7776073619631901,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016-7,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,472.0,0.0,0.0,609.0,0.19047619047619047,0.0,0.0,0.034482758620689655,0.7750410509031199,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,114,1.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,573.0,0.0,0.0,708.0,0.16101694915254236,0.0,0.0,0.029661016949152543,0.809322033898305,1.13676407337566,0.0,,0.0,0.0,0.284191018343915,0.1830382830011656,97.67973766299158,97.38819215009028,97.67973766299158
2016-09-01,2016-9,85,1.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,501.0,0.0,0.0,607.0,0.1400329489291598,0.0,0.0,0.03459637561779242,0.8253706754530478,1.5246012278214736,0.0,,0.8733103318134185,0.0,0.599477889908723,0.24370777814317468,130.05646384534904,205.43248788218233,130.05646384534904
2016-10-01,2016-10,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,453.0,0.0,0.0,545.0,0.13761467889908258,0.0,0.0,0.031192660550458717,0.8311926605504587,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
