date,ym,cambodia_khmer_times_body_count,cambodia_khmer_times_epu_count,cambodia_khmer_times_ratio,cambodia_kampuchea_thmey_daily_body_count,cambodia_kampuchea_thmey_daily_epu_count,cambodia_kampuchea_thmey_daily_ratio,news_total,cambodia_khmer_times_weights,cambodia_kampuchea_thmey_daily_weights,cambodia_khmer_times_z_score,cambodia_kampuchea_thmey_daily_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2023-03-01,2023-3,1039.0,2.0,0.0019249278152069298,667.0,0.0,0.0,1706.0,0.6090269636576788,0.3909730363423212,0.3298869289507343,,0.3298869289507343,0.20091003468922214,22.70044814137952,42.964269821976,22.70044814137952
2023-04-01,2023-4,921.0,3.0,0.003257328990228013,649.0,0.0,0.0,1570.0,0.586624203821656,0.41337579617834397,0.5582288585990438,,0.5582288585990438,0.32747055972593586,37.00028458203196,72.70338166943496,37.00028458203196
2023-05-01,2023-5,926.0,5.0,0.005399568034557235,658.0,0.0,0.0,1584.0,0.5845959595959596,0.4154040404040404,0.9253577731636417,,0.9253577731636417,0.5409604153721793,61.122103107944206,120.5180246896141,61.122103107944206
2023-06-01,2023-6,956.0,6.0,0.006276150627615063,734.0,0.0,0.0,1690.0,0.565680473372781,0.43431952662721895,1.0755832191835133,,1.0755832191835133,0.6084364245795495,68.74609088022507,140.08329396976904,68.74609088022507
2023-07-01,2023-7,1016.0,2.0,0.001968503937007874,715.0,0.0,0.0,1731.0,0.5869439630271519,0.41305603697284804,0.33735484171241426,,0.33735484171241426,0.19800838774108195,22.372596492890498,43.936886166371124,22.372596492890498
2023-08-01,2023-8,1002.0,6.0,0.005988023952095809,764.0,0.0,0.0,1766.0,0.5673839184597962,0.43261608154020387,1.026205147244949,,1.026205147244949,0.5822522975874512,65.78759546295605,133.65232438632657,65.78759546295605
2023-09-01,2023-9,910.0,2.0,0.002197802197802198,917.0,0.0,0.0,1827.0,0.49808429118773945,0.5019157088122606,0.37665111997781636,,0.37665111997781636,0.18760400611921887,21.197024920193464,49.054809170366006,21.197024920193464
2023-10-01,2023-10,886.0,0.0,0.0,871.0,0.0,0.0,1757.0,0.504268639726807,0.4957313602731929,0.0,,0.0,0.0,0.0,0.0,0.0
2023-11-01,2023-11,870.0,5.0,0.005747126436781609,814.0,0.0,0.0,1684.0,0.5166270783847982,0.4833729216152019,0.9849210321258991,,0.9849210321258991,0.5088368752669432,57.49252453858887,128.27550673860077,57.49252453858887
2023-12-01,2023-12,862.0,5.0,0.00580046403712297,756.0,0.0,0.0,1618.0,0.5327564894932015,0.4672435105067985,0.9940618305679028,,0.9940618305679028,0.5295928911925416,59.83770786340151,129.46599868049032,59.83770786340151
2024-01-01,2024-1,967.0,1.0,0.001034126163391934,874.0,0.0,0.0,1841.0,0.5252580119500272,0.47474198804997286,0.17722467382617008,,0.17722467382617008,0.09308867984242611,10.51791540716824,23.081632029489693,10.51791540716824
2024-02-01,2024-2,916.0,3.0,0.0032751091703056767,752.0,0.0,0.0,1668.0,0.5491606714628298,0.45083932853717024,0.5612759593555888,,0.5612759593555888,0.3082306827156591,34.82640695071355,73.10023418946463,34.82640695071355
2024-03-01,2024-3,930.0,3.0,0.0032258064516129032,698.0,0.0,0.0,1628.0,0.5712530712530712,0.42874692874692877,0.5528266438384078,,0.5528266438384078,0.31580391816321823,35.68209262517824,71.99980055650494,35.68209262517824
2024-04-01,2024-4,863.0,4.0,0.004634994206257242,673.0,0.0,0.0,1536.0,0.5618489583333334,0.4381510416666667,0.7943279702892535,,0.7943279702892535,0.44629234268204804,50.42573506405398,103.45278411363398,50.42573506405398
2024-05-01,2024-5,897.0,1.0,0.0011148272017837235,723.0,0.0,0.0,1620.0,0.5537037037037037,0.4462962962962963,0.19105491593077642,,0.19105491593077642,0.10578781456167065,11.95276682999798,24.882874216852322,11.95276682999798
2024-06-01,2024-6,914.0,5.0,0.005470459518599562,712.0,0.0,0.0,1626.0,0.5621156211562116,0.43788437884378845,0.9375068905355932,,0.9375068905355932,0.5269872681116434,59.543303396668904,122.10031823039678,59.543303396668904
2024-07-01,2024-7,942.0,3.0,0.0031847133757961785,820.0,0.0,0.0,1762.0,0.5346197502837684,0.46538024971623154,0.5457842662098932,,0.5457842662098932,0.2917870481099429,32.96847150612383,71.08260564495711,32.96847150612383
2024-08-01,2024-8,905.0,3.0,0.0033149171270718232,809.0,0.0,0.0,1714.0,0.5280046674445741,0.4719953325554259,0.5680980980880876,,0.5680980980880876,0.29995844735689575,33.89174258680874,73.98874532325922,33.89174258680874
