date,ym,china_daily_body_count,china_daily_epu_count,china_daily_ratio,china_caixin_global_body_count,china_caixin_global_epu_count,china_caixin_global_ratio,china_people_s_daily_online_body_count,china_people_s_daily_online_epu_count,china_people_s_daily_online_ratio,news_total,china_daily_weights,china_caixin_global_weights,china_people_s_daily_online_weights,china_daily_z_score,china_caixin_global_z_score,china_people_s_daily_online_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2022-06-01,2022-6,52.0,2.0,0.038461538461538464,53.0,0.0,0.0,0.0,0.0,0.0,105.0,0.49523809523809526,0.5047619047619047,0.0,1.3728365614742304,0.0,,0.6864182807371152,0.6798809637777141,56.57918452775455,73.4396766742158
2022-07-01,2022-7,48.0,1.0,0.020833333333333332,50.0,0.0,0.0,0.0,0.0,0.0,98.0,0.4897959183673469,0.5102040816326531,0.0,0.7436198041318747,0.0,,0.37180990206593734,0.3642219448809182,30.310277425582786,39.779824865200226
2022-08-01,2022-8,45.0,2.0,0.044444444444444446,51.0,0.0,0.0,0.0,0.0,0.0,96.0,0.46875,0.53125,0.0,1.5863889154813329,0.0,,0.7931944577406664,0.7436198041318748,61.88348307723153,84.86362637909382
2022-09-01,2022-9,65.0,4.0,0.06153846153846154,51.0,0.0,0.0,0.0,0.0,0.0,116.0,0.5603448275862069,0.4396551724137931,0.0,2.1965384983587684,0.0,,1.0982692491793842,1.2308189861493097,102.42783405886597,117.50348267874527
2022-10-01,2022-10,70.0,1.0,0.014285714285714285,42.0,0.0,0.0,0.0,0.0,0.0,112.0,0.625,0.375,0.0,0.5099107228332855,0.0,,0.25495536141664277,0.31869420177080343,26.52149274738494,27.277594193280155
2022-11-01,2022-11,53.0,1.0,0.018867924528301886,48.0,0.0,0.0,0.0,0.0,0.0,101.0,0.5247524752475248,0.4752475247524752,0.0,0.6734669924213205,0.0,,0.33673349621066023,0.3534034712705939,29.409972155515973,36.0270111986719
2022-12-01,2022-12,98.0,1.0,0.01020408163265306,61.0,0.0,0.0,0.0,0.0,0.0,159.0,0.6163522012578616,0.3836477987421384,0.0,0.3642219448809182,0.0,,0.1821109724404591,0.22448899747377346,18.68180621199442,19.483995852342964
2023-01-01,2023-1,71.0,1.0,0.014084507042253521,36.0,0.0,0.0,0.0,0.0,0.0,107.0,0.6635514018691588,0.3364485981308411,0.0,0.5027288816666196,0.0,,0.2513644408333098,0.3335864541899999,27.76081483838424,26.893402725769167
2023-02-01,2023-2,77.0,4.0,0.05194805194805195,33.0,0.0,0.0,0.0,0.0,0.0,110.0,0.7,0.3,0.0,1.8542208103028566,0.0,,0.9271104051514283,1.2979545672119994,108.01480682571321,99.19125161192784
2023-03-01,2023-3,199.0,3.0,0.01507537688442211,49.0,0.0,0.0,0.0,0.0,0.0,248.0,0.8024193548387096,0.1975806451612903,0.0,0.5380967426883917,0.0,,0.26904837134419585,0.4317792411088304,35.93234501258605,28.785400907481566
2023-04-01,2023-4,59.0,2.0,0.03389830508474576,33.0,0.0,0.0,0.0,0.0,0.0,92.0,0.6413043478260869,0.358695652173913,0.0,1.2099576474010165,0.0,,0.6049788237005083,0.7759510999636954,64.57406929798073,64.72649469591902
2023-05-01,2023-5,61.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,99.0,0.6161616161616161,0.3838383838383838,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2023-06-01,2023-6,81.0,2.0,0.024691358024691357,36.0,0.0,0.0,0.0,0.0,0.0,117.0,0.6923076923076923,0.3076923076923077,0.0,0.881327175267407,0.0,,0.4406635876337035,0.6101495828774356,50.77619124285663,47.14645909949656
2023-07-01,2023-7,72.0,4.0,0.05555555555555555,32.0,0.0,0.0,0.0,0.0,0.0,104.0,0.6923076923076923,0.3076923076923077,0.0,1.9829861443516659,0.0,,0.9914930721758329,1.3728365614742302,114.24643029642743,106.07953297386726
2023-08-01,2023-8,60.0,2.0,0.03333333333333333,36.0,0.0,0.0,0.0,0.0,0.0,96.0,0.625,0.375,0.0,1.1897916866109994,0.0,,0.5948958433054997,0.7436198041318747,61.883483077231524,63.64771978432035
2023-09-01,2023-9,88.0,3.0,0.03409090909090909,34.0,0.0,0.0,0.0,0.0,0.0,122.0,0.7213114754098361,0.2786885245901639,0.0,1.2168324067612495,0.0,,0.6084162033806247,0.8777151786474586,73.04279969771589,65.09425887032764
2023-10-01,2023-10,62.0,3.0,0.04838709677419355,33.0,0.0,0.0,0.0,0.0,0.0,95.0,0.6526315789473685,0.3473684210526316,0.0,1.727116964435322,0.0,,0.863558482217661,1.1271710715262102,93.80233224338254,92.39185129981988
2023-11-01,2023-11,46.0,2.0,0.043478260869565216,29.0,0.0,0.0,0.0,0.0,0.0,75.0,0.6133333333333333,0.38666666666666666,0.0,1.5519021999273908,0.0,,0.7759510999636954,0.9518333492887996,79.21085833885635,83.01876493607004
2023-12-01,2023-12,93.0,2.0,0.021505376344086023,37.0,0.0,0.0,0.0,0.0,0.0,130.0,0.7153846153846154,0.2846153846153846,0.0,0.7676075397490321,0.0,,0.38380376987451603,0.5491346245896922,45.698572118570986,41.06304502214217
2024-01-01,2024-1,68.0,1.0,0.014705882352941176,39.0,0.0,0.0,0.0,0.0,0.0,107.0,0.6355140186915887,0.3644859813084112,0.0,0.5249080970342644,0.0,,0.2624540485171322,0.3335864541899998,27.760814838384235,28.07987637543545
2024-02-01,2024-2,71.0,3.0,0.04225352112676056,32.0,0.0,0.0,0.0,0.0,0.0,103.0,0.6893203883495146,0.3106796116504854,0.0,1.5081866449998584,0.0,,0.7540933224999292,1.039623803834854,86.51671420506156,80.68020817730749
2024-03-01,2024-3,90.0,3.0,0.03333333333333333,38.0,0.0,0.0,0.0,0.0,0.0,128.0,0.703125,0.296875,0.0,1.1897916866109994,0.0,,0.5948958433054997,0.836572279648359,69.61891846188547,63.64771978432035
2024-04-01,2024-4,65.0,5.0,0.07692307692307693,41.0,0.0,0.0,0.0,0.0,0.0,106.0,0.6132075471698113,0.3867924528301887,0.0,2.7456731229484608,0.0,,1.3728365614742304,1.6836674810533014,140.1135465899582,146.8793533484316
