date,ym,china_daily_body_count,china_daily_epu_count,china_daily_ratio,china_caixin_global_body_count,china_caixin_global_epu_count,china_caixin_global_ratio,china_people_s_daily_online_body_count,china_people_s_daily_online_epu_count,china_people_s_daily_online_ratio,news_total,china_daily_weights,china_caixin_global_weights,china_people_s_daily_online_weights,china_daily_z_score,china_caixin_global_z_score,china_people_s_daily_online_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2024-05-01,2024-5,62.0,4.0,0.06451612903225806,36.0,0.0,0.0,0.0,0.0,0.0,98.0,0.6326530612244898,0.3673469387755102,0.0,2.3028226192470957,0.0,,1.1514113096235479,1.456887779523673,121.24110970233116,123.18913506642649
2024-06-01,2024-6,47.0,4.0,0.0851063829787234,44.0,0.0,0.0,0.0,0.0,0.0,91.0,0.5164835164835165,0.4835164835164835,0.0,3.0377660083685094,0.0,,1.5188830041842547,1.5689560702562633,130.5673489102028,162.50481647060516
2024-07-01,2024-7,94.0,2.0,0.02127659574468085,39.0,0.0,0.0,0.0,0.0,0.0,133.0,0.706766917293233,0.2932330827067669,0.0,0.7594415020921274,0.0,,0.3797207510460637,0.5367481292981953,44.66777725875358,40.62620411765129
2024-08-01,2024-8,70.0,2.0,0.02857142857142857,38.0,0.0,0.0,0.0,0.0,0.0,108.0,0.6481481481481481,0.35185185185185186,0.0,1.019821445666571,0.0,,0.5099107228332855,0.6609953814505554,55.007540513094696,54.55518838656031
2024-09-01,2024-9,75.0,2.0,0.02666666666666667,22.0,0.0,0.0,94.0,1.0,0.010638297872340425,191.0,0.39267015706806285,0.11518324607329843,0.49214659685863876,0.9518333492887997,0.0,,0.47591667464439985,0.3737565507678533,31.103740185414804,50.91817582745629
2024-10-01,2024-10,54.0,0.0,0.0,15.0,0.0,0.0,101.0,2.0,0.019801980198019802,170.0,0.3176470588235294,0.08823529411764706,0.5941176470588235,0.0,0.0,,0.0,0.0,0.0,0.0
2024-11-01,2024-11,62.0,1.0,0.016129032258064516,9.0,0.0,0.0,101.0,1.0,0.009900990099009901,172.0,0.36046511627906974,0.05232558139534884,0.5872093023255814,0.5757056548117739,0.0,,0.28785282740588697,0.2075218058042441,17.26980923085531,30.797283766606622
2024-12-01,2024-12,75.0,1.0,0.013333333333333334,11.0,0.0,0.0,153.0,3.0,0.0196078431372549,239.0,0.3138075313807531,0.04602510460251046,0.6401673640167364,0.47591667464439985,0.0,,0.23795833732219993,0.14934623681309617,12.428481956933528,25.459087913728144
2025-01-01,2025-1,54.0,1.0,0.018518518518518517,10.0,0.0,0.0,89.0,2.0,0.02247191011235955,153.0,0.35294117647058826,0.06535947712418301,0.5816993464052288,0.6609953814505553,0.0,,0.3304976907252776,0.23329248757078422,19.414426063445184,35.35984432462242
2025-02-01,2025-2,52.0,1.0,0.019230769230769232,13.0,0.0,0.0,73.0,3.0,0.0410958904109589,138.0,0.37681159420289856,0.09420289855072464,0.5289855072463768,0.6864182807371152,0.0,,0.3432091403685576,0.25865036665456514,21.52468976599358,36.7198383371079
2025-03-01,2025-3,144.0,7.0,0.04861111111111111,14.0,0.0,0.0,229.0,5.0,0.021834061135371178,387.0,0.37209302325581395,0.03617571059431524,0.5917312661498708,1.7351128763077077,0.0,,0.8675564381538539,0.6456233958354262,53.72829538488319,92.81959135213386
2025-04-01,2025-4,67.0,1.0,0.014925373134328358,16.0,0.0,0.0,76.0,3.0,0.039473684210526314,159.0,0.42138364779874216,0.10062893081761007,0.4779874213836478,0.5327425462437311,0.0,,0.26637127312186554,0.2244889974737735,18.681806211994424,28.498979007904634
2025-05-01,2025-5,63.0,3.0,0.047619047619047616,21.0,0.0,0.0,87.0,4.0,0.04597701149425287,171.0,0.3684210526315789,0.12280701754385964,0.5087719298245614,1.699702409444285,0.0,,0.8498512047221425,0.6262061508478944,52.112406801879175,90.92531397760051
2025-06-01,2025-6,65.0,1.0,0.015384615384615385,13.0,0.0,0.0,97.0,2.0,0.020618556701030927,175.0,0.37142857142857144,0.07428571428571429,0.5542857142857143,0.5491346245896921,0.0,,0.27456731229484604,0.2039642891333142,16.97375535832636,29.375870669686318
2025-07-01,2025-7,73.0,4.0,0.0547945205479452,23.0,0.0,0.0,169.0,6.0,0.03550295857988166,265.0,0.27547169811320754,0.08679245283018867,0.6377358490566037,1.9558219505934238,0.0,,0.9779109752967119,0.5387735939370564,44.83633490878662,104.62638868655401
2025-08-01,2025-8,67.0,3.0,0.04477611940298507,18.0,1.0,0.05555555555555555,411.0,31.0,0.07542579075425791,496.0,0.1350806451612903,0.036290322580645164,0.8286290322580645,1.5982276387311933,0.8819516210842073,,1.2400896299077004,0.24789592938408403,20.62971355216087,132.676800754303
2025-09-01,2025-9,92.0,6.0,0.06521739130434782,39.0,0.0,0.0,584.0,30.0,0.05136986301369863,715.0,0.12867132867132866,0.05454545454545454,0.8167832167832167,2.327853299891086,0.0,,1.163926649945543,0.2995279770489229,24.926493882856892,124.52814740410504
2025-10-01,2025-10,80.0,4.0,0.05,46.0,0.0,0.0,622.0,54.0,0.08681672025723473,748.0,0.10695187165775401,0.06149732620320856,0.8315508021390374,1.7846875299164995,0.0,,0.8923437649582497,0.19087567164882346,15.884530415546061,95.47157967648054
2025-11-01,2025-11,78.0,8.0,0.10256410256410256,48.0,0.0,0.0,601.0,39.0,0.064891846921797,727.0,0.10729023383768914,0.06602475928473177,0.8266850068775791,3.6608974972646138,0.0,,1.8304487486323069,0.39277854853733135,32.68673659099987,195.8391377979088
2025-12-01,2025-12,74.0,3.0,0.04054054054054054,56.0,0.0,0.0,603.0,37.0,0.06135986733001658,733.0,0.1009549795361528,0.07639836289222374,0.8226466575716235,1.44704394317554,0.0,,0.72352197158777,0.1460862916712005,12.157191764149168,77.40938892687612
