date,ym,china_daily_body_count,china_daily_epu_count,china_daily_ratio,china_caixin_global_body_count,china_caixin_global_epu_count,china_caixin_global_ratio,china_people_s_daily_online_body_count,china_people_s_daily_online_epu_count,china_people_s_daily_online_ratio,news_total,china_daily_weights,china_caixin_global_weights,china_people_s_daily_online_weights,china_daily_z_score,china_caixin_global_z_score,china_people_s_daily_online_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2017-04-01,2017-4,196.0,4.0,0.02040816326530612,40.0,1.0,0.025,0.0,0.0,0.0,236.0,0.8305084745762712,0.1694915254237288,0.0,1.0861450316170977,0.5188980226073281,,0.8025215271122129,0.9900014707679842,104.38012062841356,104.12610220335054,104.38012062841356
2017-05-01,2017-5,228.0,4.0,0.017543859649122806,32.0,2.0,0.0625,0.0,0.0,0.0,260.0,0.8769230769230769,0.12307692307692308,0.0,0.9337036236708385,1.2972450565183202,,1.1154743400945795,0.9784471846366825,103.16190245826792,144.73131401204452,103.16190245826792
2017-06-01,2017-6,220.0,3.0,0.013636363636363636,35.0,0.0,0.0,0.0,0.0,0.0,255.0,0.8627450980392157,0.13725490196078433,0.0,0.7257423620350608,0.0,,0.3628711810175304,0.6261306652851505,66.01565381606339,47.082053757791186,66.01565381606339
2017-07-01,2017-7,181.0,4.0,0.022099447513812154,37.0,0.0,0.0,0.0,0.0,0.0,218.0,0.8302752293577982,0.16972477064220184,0.0,1.176157050811885,0.0,,0.5880785254059425,0.9765340651236294,102.96019402505303,76.30240756327117,102.96019402505303
2017-08-01,2017-8,150.0,2.0,0.013333333333333334,35.0,3.0,0.08571428571428572,0.0,0.0,0.0,185.0,0.8108108108108109,0.1891891891891892,0.0,0.7096147539898373,1.7790789346536964,,1.244346844321767,0.9119458151965134,96.1503765473672,161.45235026218555,96.1503765473672
2017-09-01,2017-9,200.0,2.0,0.01,39.0,1.0,0.02564102564102564,0.0,0.0,0.0,239.0,0.8368200836820083,0.16317991631799164,0.0,0.532211065492378,0.5322031001100801,,0.5322070828012291,0.5322097657019611,56.11316870114991,69.0531620958738,56.11316870114991
2017-10-01,2017-10,322.0,1.0,0.003105590062111801,38.0,6.0,0.15789473684210525,0.0,0.0,0.0,360.0,0.8944444444444445,0.10555555555555556,0.0,0.1652829395939062,3.277250669098914,,1.72126680434641,0.4937684221527681,52.06013222063803,223.33208161224582,52.06013222063803
2017-11-01,2017-11,193.0,3.0,0.015544041450777202,49.0,1.0,0.02040816326530612,0.0,0.0,0.0,242.0,0.7975206611570248,0.2024793388429752,0.0,0.8272710862575823,0.42359022253659434,,0.6254306543970883,0.7455340518677955,78.60486733033149,81.14879668736124,78.60486733033149
2017-12-01,2017-12,288.0,4.0,0.013888888888888888,43.0,3.0,0.06976744186046512,0.0,0.0,0.0,331.0,0.8700906344410876,0.1299093655589124,0.0,0.7391820354060804,1.448087504950683,,1.0936347701783817,0.8312754951958626,87.64495712989034,141.89765882356102,87.64495712989034
2018-01-01,2018-1,247.0,3.0,0.012145748987854251,36.0,5.0,0.1388888888888889,0.0,0.0,0.0,283.0,0.872791519434629,0.127208480565371,0.0,0.6464102010028883,2.882766792262934,,1.764588496632911,0.9308937249794311,98.14813631560573,228.95301364490837,98.14813631560573
