date,ym,vietnam_net_body_count,vietnam_net_epu_count,vietnam_net_ratio,vietnam_tuoi_tre_body_count,vietnam_tuoi_tre_epu_count,vietnam_tuoi_tre_ratio,vietnam_dan_tri_body_count,vietnam_dan_tri_epu_count,vietnam_dan_tri_ratio,vietnam_news_body_count,vietnam_news_epu_count,vietnam_news_ratio,news_total,vietnam_net_weights,vietnam_tuoi_tre_weights,vietnam_dan_tri_weights,vietnam_news_weights,vietnam_net_z_score,vietnam_tuoi_tre_z_score,vietnam_dan_tri_z_score,vietnam_news_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2017-07-01,2017-7,216,0.0,0.0,191,1.0,0.005235602094240838,0.0,0.0,0.0,300.0,4.0,0.013333333333333334,707.0,0.3055162659123055,0.27015558698727016,0.0,0.4243281471004243,,0.9061547577262745,,1.863428991906403,1.3847918748163388,1.0355081418637049,197.5873495498492,162.96269217415534,197.5873495498492
2017-08-01,2017-8,276,0.0,0.0,173,0.0,0.0,0.0,0.0,0.0,337.0,1.0,0.002967359050445104,786.0,0.3511450381679389,0.22010178117048346,0.0,0.4287531806615776,,0.0,,0.4147097162996446,0.2073548581498223,0.17780810991473311,33.92791591506828,24.401577257930374,33.92791591506828
2017-09-01,2017-9,187,0.0,0.0,181,0.0,0.0,0.0,0.0,0.0,308.0,5.0,0.016233766233766232,676.0,0.27662721893491127,0.2677514792899408,0.0,0.4556213017751479,,0.0,,2.268785298587341,1.1343926492936705,1.033706911190682,197.2436531748792,133.49564181692426,197.2436531748792
2017-10-01,2017-10,276,0.0,0.0,202,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,828.0,0.3333333333333333,0.24396135265700483,0.0,0.4227053140096618,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,336,0.0,0.0,202,1.0,0.0049504950495049506,0.0,0.0,0.0,380.0,5.0,0.013157894736842105,918.0,0.3660130718954248,0.22004357298474944,0.0,0.4139433551198257,,0.8568096966619724,,1.8389101893813187,1.3478599430216456,0.9497401205780169,181.2217843583737,158.61653219018393,181.2217843583737
2017-12-01,2017-12,260,0.0,0.0,182,0.0,0.0,0.0,0.0,0.0,339.0,2.0,0.0058997050147492625,781.0,0.33290653008962867,0.2330345710627401,0.0,0.43405889884763127,,0.0,,0.8245261026134526,0.4122630513067263,0.35789289217152426,68.29024816707727,48.51523030042793,68.29024816707727
2018-01-01,2018-1,232,0.0,0.0,216,1.0,0.004629629629629629,0.0,0.0,0.0,370.0,6.0,0.016216216216216217,818.0,0.28361858190709044,0.26405867970660146,0.0,0.45232273838630804,,0.801275734841289,,2.2663325577240037,1.5338041462826464,1.2366975612268947,235.97669920566105,180.49849763832026,235.97669920566105
2018-02-01,2018-2,148,0.0,0.0,160,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,558.0,0.26523297491039427,0.2867383512544803,0.0,0.44802867383512546,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,286,0.0,0.0,213,2.0,0.009389671361502348,0.0,0.0,0.0,362.0,1.0,0.0027624309392265192,861.0,0.3321718931475029,0.24738675958188153,0.0,0.42044134727061555,,1.625122617142896,,0.3860695425220448,1.0055960798324703,0.5643534167763264,107.68538780346233,118.33882577554151,107.68538780346233
2018-04-01,2018-4,235,0.0,0.0,190,0.0,0.0,0.0,0.0,0.0,317.0,2.0,0.006309148264984227,742.0,0.316711590296496,0.2560646900269542,0.0,0.4272237196765499,,0.0,,0.8817487343405692,0.4408743671702846,0.376703974105068,71.87962778771879,51.88221789225574,71.87962778771879
2018-05-01,2018-5,266,0.0,0.0,186,1.0,0.005376344086021506,0.0,0.0,0.0,347.0,2.0,0.005763688760806916,799.0,0.33291614518147683,0.2327909887359199,0.0,0.43429286608260326,,0.9305137565898841,,0.8055168552909523,0.8680153059404182,0.5664454411910875,108.08457110545187,102.14828211870055,108.08457110545187
2018-06-01,2018-6,261,0.0,0.0,263,2.0,0.0076045627376425855,0.0,0.0,0.0,355.0,1.0,0.0028169014084507044,879.0,0.29692832764505117,0.2992036405005688,0.0,0.40386803185437997,,1.3161639446822695,,0.3936821813886767,0.8549230630354732,0.5527966915181082,105.48022627847675,100.60758333992501,105.48022627847675
2018-07-01,2018-7,232,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,362.0,7.0,0.019337016574585635,755.0,0.3072847682119205,0.21324503311258278,0.0,0.4794701986754967,,0.0,,2.7024867976543137,1.3512433988271568,1.2957618817892205,247.24687862874924,159.01469820844682,247.24687862874924
2018-08-01,2018-8,257,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,374.0,3.0,0.008021390374331552,717.0,0.3584379358437936,0.1199442119944212,0.0,0.5216178521617852,,0.0,,1.1210468534196276,0.5605234267098138,0.5847580518534738,111.5788364403501,65.96255242718613,111.5788364403501
2018-09-01,2018-9,257,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,357.0,3.0,0.008403361344537815,675.0,0.38074074074074077,0.09037037037037036,0.0,0.5288888888888889,,0.0,,1.1744300369158,0.5872150184579,0.6211429973021342,118.52151959663851,69.1036263522902,118.52151959663851
2018-10-01,2018-10,291,0.0,0.0,144,0.0,0.0,0.0,0.0,0.0,404.0,2.0,0.0049504950495049506,839.0,0.3468414779499404,0.17163289630512515,0.0,0.48152562574493446,,0.0,,0.6918671999652487,0.34593359998262435,0.33315178639566206,63.56934900892413,40.70956205902245,63.56934900892413
2018-11-01,2018-11,342,0.0,0.0,209,1.0,0.004784688995215311,0.0,0.0,0.0,361.0,4.0,0.0110803324099723,912.0,0.375,0.22916666666666666,0.0,0.3958333333333333,,0.8281127211756862,,1.5485559489526894,1.1883343350641877,0.8027458950632009,153.17352646024491,139.84351436978832,153.17352646024491
2018-12-01,2018-12,270,0.0,0.0,190,0.0,0.0,0.0,0.0,0.0,330.0,1.0,0.0030303030303030303,790.0,0.34177215189873417,0.24050632911392406,0.0,0.4177215189873418,,0.0,,0.42350658906963706,0.21175329453481853,0.17690781568731676,33.75612899904262,24.91918647249253,33.75612899904262
2019-01-01,2019-1,258,0.0,0.0,182,1.0,0.005494505494505495,0.0,0.0,0.0,364.0,5.0,0.013736263736263736,804.0,0.3208955223880597,0.2263681592039801,0.0,0.4527363184079602,,0.9509646083830684,,1.919741406496981,1.4353530074400247,1.0844047645405717,206.91741049874014,168.91274029443562,206.91741049874014
2019-02-01,2019-2,172,0.0,0.0,149,0.0,0.0,0.0,0.0,0.0,242.0,1.0,0.004132231404958678,563.0,0.30550621669627,0.26465364120781526,0.0,0.42984014209591476,,0.0,,0.5775089850949596,0.2887544925474798,0.24823654421488497,47.366504279296045,33.98070882612618,47.366504279296045
2019-03-01,2019-3,239,0.0,0.0,175,2.0,0.011428571428571429,0.0,0.0,0.0,363.0,3.0,0.008264462809917356,777.0,0.3075933075933076,0.22522522522522523,0.0,0.4671814671814672,,1.978006385436782,,1.1550179701899193,1.5665121778133506,0.9850999235912195,187.96885806598252,184.34758786689173,187.96885806598252
