date,ym,vietnam_net_body_count,vietnam_net_epu_count,vietnam_net_ratio,vietnam_tuoi_tre_body_count,vietnam_tuoi_tre_epu_count,vietnam_tuoi_tre_ratio,vietnam_dan_tri_body_count,vietnam_dan_tri_epu_count,vietnam_dan_tri_ratio,vietnam_news_body_count,vietnam_news_epu_count,vietnam_news_ratio,news_total,vietnam_net_weights,vietnam_tuoi_tre_weights,vietnam_dan_tri_weights,vietnam_news_weights,vietnam_net_z_score,vietnam_tuoi_tre_z_score,vietnam_dan_tri_z_score,vietnam_news_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2022-02-01,2022-2,1741,0.0,0.0,207,2.0,0.00966183574879227,0.0,0.0,0.0,229.0,22.0,0.09606986899563319,2177.0,0.7997243913642628,0.09508497932935232,0.0,0.10519062930638494,,0.8682274806437986,,2.8372250661786684,1.8527262734112335,0.38100488224537504,36.52390536098374,113.68364818449209
2022-03-01,2022-3,1814,0.0,0.0,233,5.0,0.02145922746781116,0.0,0.0,0.0,298.0,37.0,0.12416107382550336,2345.0,0.7735607675906183,0.09936034115138592,0.0,0.12707889125799574,,1.928359318597278,,3.666840754382529,2.7976000364899036,0.6575804972448441,63.03700810093979,171.66128794819954
2022-04-01,2022-4,1639,0.0,0.0,230,2.0,0.008695652173913044,0.0,0.0,0.0,293.0,39.0,0.13310580204778158,2162.0,0.7580943570767807,0.10638297872340426,0.0,0.13552266419981499,,0.7814047325794188,,3.9310048194293654,2.3562047760043923,0.615868409151744,59.038402232839,144.57718803367362
2022-05-01,2022-5,1881,0.0,0.0,250,8.0,0.032,0.0,0.0,0.0,266.0,30.0,0.11278195488721804,2397.0,0.7847309136420526,0.10429703796412182,0.0,0.11097204839382561,,2.875569415892261,,3.3307819898577327,3.1031757028749967,0.6695370727055578,64.18318981912397,190.41147088110705
2022-06-01,2022-6,1802,0.0,0.0,229,5.0,0.021834061135371178,0.0,0.0,0.0,293.0,31.0,0.10580204778156997,2324.0,0.7753872633390706,0.09853700516351119,0.0,0.12607573149741824,,1.9620424507998506,,3.1246448564694957,2.543343653634673,0.5872756730545301,56.29744421395025,156.06006633657088
2022-07-01,2022-7,1807,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,288.0,32.0,0.1111111111111111,2333.0,0.7745392198885555,0.1020145735105015,0.0,0.12344620660094299,,0.0,,3.28143707148947,1.640718535744735,0.4050809586750824,38.83188716898619,100.67481174321242
2022-08-01,2022-8,1992,0.0,0.0,205,6.0,0.02926829268292683,0.0,0.0,0.0,299.0,37.0,0.12374581939799331,2496.0,0.7980769230769231,0.08213141025641026,0.0,0.11979166666666667,,2.630093977950239,,3.6545770729297447,3.142335525439992,0.6538012060439875,62.67471753568979,192.81432528833113
2022-09-01,2022-9,1754,0.0,0.0,205,6.0,0.02926829268292683,0.0,0.0,0.0,288.0,44.0,0.1527777777777778,2247.0,0.7805963506898086,0.09123275478415666,0.0,0.12817089452603472,,2.630093977950239,,4.511975973298022,3.571034975624131,0.818254715527205,78.43956648263419,219.1194077881254
2022-10-01,2022-10,2004,0.0,0.0,231,2.0,0.008658008658008658,0.0,0.0,0.0,304.0,45.0,0.14802631578947367,2539.0,0.7892871209137455,0.09098070106341079,0.0,0.11973217802284364,,0.778022028109378,,4.371651361688274,2.574836694898826,0.5942123286516351,56.96240617206824,157.99248553670546
2022-11-01,2022-11,1880,0.0,0.0,214,6.0,0.028037383177570093,0.0,0.0,0.0,324.0,53.0,0.16358024691358025,2418.0,0.7775020678246485,0.08850289495450786,0.0,0.13399503722084366,,2.5194825489710233,,4.831004577470609,3.6752435632208162,0.8703121375435385,83.42989716778497,225.5136671993292
2022-12-01,2022-12,1378,0.0,0.0,218,3.0,0.013761467889908258,0.0,0.0,0.0,298.0,45.0,0.15100671140939598,1894.0,0.7275607180570222,0.11510031678986272,0.0,0.1573389651531151,,1.2366267556876123,,4.4596711877625355,2.848148971725074,0.8440161809361852,80.90911311682112,174.7629805467479
