date,ym,vietnam_net_body_count,vietnam_net_epu_count,vietnam_net_ratio,vietnam_tuoi_tre_body_count,vietnam_tuoi_tre_epu_count,vietnam_tuoi_tre_ratio,vietnam_dan_tri_body_count,vietnam_dan_tri_epu_count,vietnam_dan_tri_ratio,vietnam_news_body_count,vietnam_news_epu_count,vietnam_news_ratio,news_total,vietnam_net_weights,vietnam_tuoi_tre_weights,vietnam_dan_tri_weights,vietnam_news_weights,vietnam_net_z_score,vietnam_tuoi_tre_z_score,vietnam_dan_tri_z_score,vietnam_news_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2021-04-01,2021-4,993,0.0,0.0,273,4.0,0.014652014652014652,0.0,0.0,0.0,258.0,22.0,0.08527131782945736,1524.0,0.6515748031496063,0.17913385826771652,0.0,0.16929133858267717,,1.7240602109834207,,3.2276079114189833,2.475834061201202,0.8552436212234721,92.49312789020318,177.14241818493923,92.49312789020318
2021-05-01,2021-5,1044,0.0,0.0,336,1.0,0.002976190476190476,0.0,0.0,0.0,264.0,16.0,0.06060606060606061,1644.0,0.635036496350365,0.20437956204379562,0.0,0.16058394160583941,,0.3501997303560073,,2.2940023172068806,1.322101023781444,0.4399536016680261,47.58022595552735,94.59445449417629,47.58022595552735
2021-06-01,2021-6,1078,0.0,0.0,369,2.0,0.005420054200542005,0.0,0.0,0.0,277.0,23.0,0.08303249097472924,1724.0,0.6252900232018561,0.2140371229698376,0.0,0.16067285382830626,,0.6377621105670377,,3.142865990541557,1.8903140505542972,0.6414780151851788,69.37474495559333,135.24929125568858,69.37474495559333
2021-07-01,2021-7,1952,0.0,0.0,342,6.0,0.017543859649122806,0.0,0.0,0.0,300.0,22.0,0.07333333333333333,2594.0,0.7525057825751735,0.1318427139552814,0.0,0.1156515034695451,,2.0643352526248853,,2.7757428038203256,2.4200390282226056,0.5931863907262176,64.1520887600188,173.1503626512409,64.1520887600188
2021-08-01,2021-8,2383,0.0,0.0,312,8.0,0.02564102564102564,0.0,0.0,0.0,298.0,28.0,0.09395973154362416,2993.0,0.7961911125960575,0.10424323421316405,0.0,0.09956565319077848,,3.017105369220986,,3.5564733911059694,3.2867893801634778,0.6686154178905869,72.3096084222726,235.16512192430824,72.3096084222726
2021-09-01,2021-9,2158,0.0,0.0,281,10.0,0.03558718861209965,0.0,0.0,0.0,269.0,28.0,0.10408921933085502,2708.0,0.7968980797636632,0.10376661742983752,0.0,0.09933530280649926,,4.187441615644786,,3.939885020630405,4.063663318137595,0.825886323687505,89.31818661251145,290.74935115606206,89.31818661251145
2021-10-01,2021-10,2169,0.0,0.0,277,5.0,0.018050541516245487,0.0,0.0,0.0,315.0,39.0,0.12380952380952381,2761.0,0.7855849329952915,0.10032596885186526,0.0,0.11408909815284317,,2.1239550433144125,,4.6863190194369135,3.405137031375663,0.7477457581023976,80.86741872986198,243.63272863946221,80.86741872986198
2021-11-01,2021-11,2030,0.0,0.0,274,2.0,0.0072992700729927005,0.0,0.0,0.0,307.0,29.0,0.09446254071661238,2611.0,0.7774798927613941,0.10494063577173497,0.0,0.11757947146687094,,0.8588840102161931,,3.5755052403371086,2.217194625276651,0.5105378504721292,55.21379116392068,158.63713310317772,55.21379116392068
2021-12-01,2021-12,2126,0.0,0.0,249,1.0,0.004016064257028112,0.0,0.0,0.0,313.0,33.0,0.10543130990415335,2688.0,0.7909226190476191,0.09263392857142858,0.0,0.11644345238095238,,0.47255867228762427,,3.9906845422336947,2.2316216072606596,0.5084640517554929,54.98951339656127,159.66936321738734,54.98951339656127
2022-01-01,2022-1,1901,0.0,0.0,244,4.0,0.01639344262295082,0.0,0.0,0.0,276.0,30.0,0.10869565217391304,2421.0,0.785212722015696,0.10078479966955803,0.0,0.11400247831474597,,1.9289690065511225,,4.114243286294949,3.0216061464230357,0.6634446859214703,71.75040264576965,216.19163738306526,71.75040264576965
2022-02-01,2022-2,1741,0.0,0.0,207,1.0,0.004830917874396135,0.0,0.0,0.0,229.0,20.0,0.08733624454148471,2177.0,0.7997243913642628,0.09508497932935232,0.0,0.10519062930638494,,0.5684401420271423,,3.30576753134616,1.937103836686651,0.40178588611754207,43.45245311036119,138.59703414029045,43.45245311036119
2022-03-01,2022-3,1814,0.0,0.0,233,2.0,0.008583690987124463,0.0,0.0,0.0,298.0,29.0,0.09731543624161074,2345.0,0.7735607675906183,0.09936034115138592,0.0,0.12707889125799574,,1.0100181064344933,,3.6834902979311823,2.346754202182838,0.568449606645087,61.4768480720669,167.90693721155347,61.4768480720669
