date,ym,lao_pasaxon_body_count,lao_pasaxon_epu_count,lao_pasaxon_ratio,lao_kosmo_body_count,lao_kosmo_epu_count,lao_kosmo_ratio,lao_kpl_body_count,lao_kpl_epu_count,lao_kpl_ratio,lao_the_tian_times_body_count,lao_the_tian_times_epu_count,lao_the_tian_times_ratio,news_total,lao_pasaxon_weights,lao_kosmo_weights,lao_kpl_weights,lao_the_tian_times_weights,lao_pasaxon_z_score,lao_kosmo_z_score,lao_kpl_z_score,lao_the_tian_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2015-11-01,2015-11,0.0,0.0,0.0,0.0,0.0,0.0,185,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,0.0,0.0,0.0,0.0,0.0,0.0,221,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,2016-1,0.0,0.0,0.0,0.0,0.0,0.0,182,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,2016-2,0.0,0.0,0.0,0.0,0.0,0.0,159,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,2016-3,0.0,0.0,0.0,0.0,0.0,0.0,205,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,2016-4,0.0,0.0,0.0,0.0,0.0,0.0,129,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,2016-5,0.0,0.0,0.0,0.0,0.0,0.0,215,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,2016-6,0.0,0.0,0.0,0.0,0.0,0.0,185,0.0,0.0,1.0,0.0,0.0,186.0,0.0,0.0,0.9946236559139785,0.005376344086021506,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016-7,0.0,0.0,0.0,0.0,0.0,0.0,190,0.0,0.0,93.0,1.0,0.010752688172043012,283.0,0.0,0.0,0.6713780918727915,0.3286219081272085,,,,0.2539103216202138,0.2539103216202138,0.08344049438402787,107.4151806816665,54.72596082793698,107.4151806816665
2016-08-01,2016-8,0.0,0.0,0.0,0.0,0.0,0.0,194,0.0,0.0,283.0,5.0,0.0176678445229682,477.0,0.0,0.0,0.40670859538784065,0.5932914046121593,,,,0.4172024719201393,0.4172024719201393,0.24752264057316442,318.642517116474,89.92074835685757,318.642517116474
2016-09-01,2016-9,0.0,0.0,0.0,0.0,0.0,0.0,190,0.0,0.0,300.0,4.0,0.013333333333333334,490.0,0.0,0.0,0.3877551020408163,0.6122448979591837,,,,0.31484879880906513,0.31484879880906513,0.19276457069942765,248.15098884009484,67.86019142664185,248.15098884009484
2016-10-01,2016-10,0.0,0.0,0.0,0.0,0.0,0.0,153,0.0,0.0,285.0,2.0,0.007017543859649123,438.0,0.0,0.0,0.3493150684931507,0.6506849315068494,,,,0.16570989411003428,0.16570989411003428,0.10782493109899492,138.80591841512154,35.715890224548346,138.80591841512154
2016-11-01,2016-11,0.0,0.0,0.0,0.0,0.0,0.0,159,0.0,0.0,195.0,6.0,0.03076923076923077,354.0,0.0,0.0,0.4491525423728814,0.5508474576271186,,,,0.7265741510978426,0.7265741510978426,0.4002315239098285,515.2287480154511,156.60044175378889,515.2287480154511
2016-12-01,2016-12,0.0,0.0,0.0,0.0,0.0,0.0,157,0.0,0.0,122.0,3.0,0.02459016393442623,279.0,0.0,0.0,0.5627240143369175,0.43727598566308246,,,,0.580663768295407,0.580663768295407,0.2539103216202138,326.8655498162539,125.15199238520013,326.8655498162539
2017-01-01,2017-1,0.0,0.0,0.0,0.0,0.0,0.0,108,0.0,0.0,56.0,2.0,0.03571428571428571,164.0,0.0,0.0,0.6585365853658537,0.34146341463414637,,,,0.8433449968099958,0.8433449968099958,0.2879714623253644,370.7133674745318,181.76836989279064,370.7133674745318
2017-02-01,2017-2,0.0,0.0,0.0,0.0,0.0,0.0,106,0.0,0.0,45.0,0.0,0.0,151.0,0.0,0.0,0.7019867549668874,0.2980132450331126,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,0.0,27.0,0.0,0.0,160.0,0.0,0.0,0.83125,0.16875,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,0.0,0.0,0.0,0.0,0.0,0.0,96,0.0,0.0,22.0,0.0,0.0,118.0,0.0,0.0,0.8135593220338984,0.1864406779661017,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,0.0,0.0,0.0,0.0,0.0,0.0,160,0.0,0.0,45.0,0.0,0.0,205.0,0.0,0.0,0.7804878048780488,0.21951219512195122,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,2017-6,0.0,0.0,0.0,0.0,0.0,0.0,127,0.0,0.0,35.0,1.0,0.02857142857142857,162.0,0.0,0.0,0.7839506172839507,0.21604938271604937,,,,0.6746759974479967,0.6746759974479967,0.1457633327819746,187.6450378574791,145.41469591423254,187.6450378574791
2017-07-01,2017-7,0.0,0.0,0.0,0.0,0.0,0.0,149,0.0,0.0,17.0,0.0,0.0,166.0,0.0,0.0,0.8975903614457831,0.10240963855421686,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,0.0,0.0,0.0,0.0,0.0,0.0,145,0.0,0.0,5.0,0.0,0.0,150.0,0.0,0.0,0.9666666666666667,0.03333333333333333,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0,0.0,16.0,0.0,0.0,127.0,0.0,0.0,0.8740157480314961,0.12598425196850394,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,0.0,0.0,0.0,0.0,0.0,0.0,146,0.0,0.0,22.0,1.0,0.045454545454545456,168.0,0.0,0.0,0.8690476190476191,0.13095238095238096,,,,1.0733481777581766,1.0733481777581766,0.14055749946833265,180.94342936256913,231.3415616817336,180.94342936256913
2017-11-01,2017-11,0.0,0.0,0.0,0.0,0.0,0.0,195,0.0,0.0,38.0,1.0,0.02631578947368421,233.0,0.0,0.0,0.8369098712446352,0.1630901287553648,,,,0.6214121029126285,0.6214121029126285,0.10134617987416258,130.46564863910564,133.93458834205626,130.46564863910564
2017-12-01,2017-12,0.0,0.0,0.0,0.0,0.0,0.0,156,0.0,0.0,34.0,1.0,0.029411764705882353,190.0,0.0,0.0,0.8210526315789474,0.17894736842105263,,,,0.6945194091376437,0.6945194091376437,0.12428242058252571,159.99208491006112,149.69159873523938,159.99208491006112
2018-01-01,2018-1,0.0,0.0,0.0,0.0,0.0,0.0,145,0.0,0.0,41.0,1.0,0.024390243902439025,186.0,0.0,0.0,0.7795698924731183,0.22043010752688172,,,,0.5759429246507289,0.5759429246507289,0.1269551608101069,163.43277490812696,124.13449651214974,163.43277490812696
2018-02-01,2018-2,0.0,0.0,0.0,0.0,0.0,0.0,168,0.0,0.0,28.0,0.0,0.0,196.0,0.0,0.0,0.8571428571428571,0.14285714285714285,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,0.0,0.0,0.0,0.0,0.0,0.0,221,0.0,0.0,30.0,1.0,0.03333333333333333,251.0,0.0,0.0,0.8804780876494024,0.11952191235059761,,,,0.7871219970226627,0.7871219970226627,0.09407832633737005,121.10954634626141,169.6504785666046,121.10954634626141
2018-04-01,2018-4,0.0,0.0,0.0,0.0,0.0,0.0,129,0.0,0.0,21.0,1.0,0.047619047619047616,150.0,0.0,0.0,0.86,0.14,,,,1.124459995746661,1.124459995746661,0.15742439940453257,202.65664088607744,242.35782652372086,202.65664088607744
2018-05-01,2018-5,0.0,0.0,0.0,0.0,0.0,0.0,197,0.0,0.0,34.0,1.0,0.029411764705882353,231.0,0.0,0.0,0.8528138528138528,0.1471861471861472,,,,0.6945194091376437,0.6945194091376437,0.10222363597696921,131.59522135459574,149.69159873523938,131.59522135459574
2018-06-01,2018-6,0.0,0.0,0.0,0.0,0.0,0.0,256,0.0,0.0,24.0,0.0,0.0,280.0,0.0,0.0,0.9142857142857143,0.08571428571428572,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,2018-7,0.0,0.0,0.0,0.0,0.0,0.0,232,0.0,0.0,34.0,1.0,0.029411764705882353,266.0,0.0,0.0,0.8721804511278195,0.12781954887218044,,,,0.6945194091376437,0.6945194091376437,0.08877315755894692,114.28006065004365,149.69159873523938,114.28006065004365
