date,ym,lao_pasaxon_body_count,lao_pasaxon_epu_count,lao_pasaxon_ratio,lao_kosmo_body_count,lao_kosmo_epu_count,lao_kosmo_ratio,lao_kpl_body_count,lao_kpl_epu_count,lao_kpl_ratio,lao_the_tian_times_body_count,lao_the_tian_times_epu_count,lao_the_tian_times_ratio,news_total,lao_pasaxon_weights,lao_kosmo_weights,lao_kpl_weights,lao_the_tian_times_weights,lao_pasaxon_z_score,lao_kosmo_z_score,lao_kpl_z_score,lao_the_tian_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2020-01-01,2020-1,0.0,0.0,0.0,0.0,0.0,0.0,101,5.0,0.04950495049504951,14.0,0.0,0.0,115.0,0.0,0.0,0.8782608695652174,0.12173913043478261,,,3.2174922253987415,0.0,1.6087461126993707,2.825797519698025,421.27378192719397,257.4367602369504
2020-02-01,2020-2,0.0,0.0,0.0,0.0,0.0,0.0,67,0.0,0.0,26.0,1.0,0.038461538461538464,93.0,0.0,0.0,0.7204301075268817,0.27956989247311825,,,0.0,0.301681070891133,0.1508405354455665,0.08434094455020921,12.573664048574622,24.13799073140021
2020-03-01,2020-3,0.0,0.0,0.0,0.0,0.0,0.0,60,3.0,0.05,41.0,1.0,0.024390243902439025,101.0,0.0,0.0,0.594059405940594,0.40594059405940597,,,3.249667147652729,0.19130994739437704,1.720488547523553,2.0081558089339917,299.37863078706755,275.3181463519152
2020-04-01,2020-4,0.0,0.0,0.0,0.0,0.0,0.0,34,3.0,0.08823529411764706,54.0,2.0,0.037037037037037035,88.0,0.0,0.0,0.38636363636363635,0.6136363636363636,,,5.734706731151874,0.2905076978951651,3.01260721452352,2.393948233471621,356.8930962046735,482.0871578499522
2020-05-01,2020-5,0.0,0.0,0.0,0.0,0.0,0.0,45,1.0,0.022222222222222223,27.0,2.0,0.07407407407407407,72.0,0.0,0.0,0.625,0.375,,,1.4442965100678793,0.5810153957903302,1.0126559529291048,1.1205660922137983,167.05553468556027,162.04848341128334
2020-06-01,2020-6,0.0,0.0,0.0,0.0,0.0,0.0,79,2.0,0.02531645569620253,31.0,1.0,0.03225806451612903,110.0,0.0,0.0,0.7181818181818181,0.2818181818181818,,,1.645401087419103,0.25302283365062767,0.9492119605348653,1.2530035795388963,186.79949750153054,151.89597038915994
2020-07-01,2020-7,0.0,0.0,0.0,487.0,0.0,0.0,70,4.0,0.05714285714285714,32.0,1.0,0.03125,589.0,0.0,0.8268251273344652,0.11884550084889643,0.05432937181663837,,,3.713905311603118,0.24511587009904556,1.9795105908510817,0.4546979281076192,67.78699268899707,316.7676921427711
2020-08-01,2020-8,0.0,0.0,0.0,1040.0,0.0,0.0,64,0.0,0.0,41.0,1.0,0.024390243902439025,1145.0,0.0,0.9082969432314411,0.05589519650655022,0.03580786026200873,,,0.0,0.19130994739437704,0.09565497369718852,0.0068503998630300945,1.0212670362597729,15.307018512595256
2020-09-01,2020-9,0.0,0.0,0.0,1018.0,0.0,0.0,82,2.0,0.024390243902439025,49.0,0.0,0.0,1149.0,0.0,0.8859878154917319,0.07136640557006092,0.04264577893820714,,,1.5852034866598677,0.0,0.7926017433299338,0.11313027494004277,16.86561703102778,126.83469650698532
2020-10-01,2020-10,0.0,0.0,0.0,1281.0,0.0,0.0,73,2.0,0.0273972602739726,54.0,0.0,0.0,1408.0,0.0,0.9098011363636364,0.05184659090909091,0.03835227272727273,,,1.780639532960399,0.0,0.8903197664801995,0.09232008942195251,13.763205943644119,142.4718508708602
