date,ym,EPU_imf_index,EPU_world_bank_index,EPU_central_bank_index,EPU_finance_ministry_index,EPU_government_index,EPU_parliament_index,EPU_multilateral_development_bank_index,EPU_credit_rating_agency_index,EPU_international_investors_index,EPU_commercial_banks_index,EPU_state_owned_enterprises_index,EPU_labor_unions_index,EPU_international_organizations_index,EPU_courts_judiciary_index,EPU_military_security_index,EPU_us_government_index,EPU_china_government_index
2015-01-01,2015-1,0.0,0.0,0.0,234.7042661664928,30.4077901635759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.044573652274254,574.7672222441299,44.71488016247544,0.0,0.0
2015-02-01,2015-2,0.0,114.23433327012776,114.01074493830347,128.977671500839,28.760097766014013,154.25400272228623,36.103770179174504,0.0,0.0,113.26874916614712,0.0,0.0,22.36630082609129,134.80774385459225,24.57228928554725,60.69575330101596,28.707081676022852
2015-03-01,2015-3,0.0,148.69919294286703,0.0,83.9453214756069,34.76303092850669,81.08561119435217,243.0938693998279,0.0,2305.2827703020607,0.0,0.0,0.0,44.5112139645862,0.0,58.3415527401261,0.0,0.0
2015-04-01,2015-4,0.0,37.44814234039114,0.0,190.26577459452815,30.575765552389814,82.93308688618023,0.0,0.0,0.0,0.0,0.0,0.0,21.99627011389492,265.1549373610546,19.91213861842655,112.74181125280552,0.0
2015-05-01,2015-5,0.0,71.47996292341327,214.02017032278025,121.05798991745417,42.936947676123026,82.73272326458458,67.77374402055564,0.0,0.0,0.0,0.0,0.0,39.09257178964539,253.06015074458543,84.13466026733973,0.0,39.50693132472925
2015-06-01,2015-6,192.48627906842304,109.9197271574071,219.4091674172387,124.10621268515985,39.53405011515286,106.01990166549731,138.9605542867508,0.0,0.0,108.99061295663438,0.0,0.0,19.130249307687993,129.7160844644008,0.0,0.0,0.0
2015-07-01,2015-7,0.0,74.8962846807823,0.0,0.0,18.45392812737603,61.26137169279182,35.506465157827876,0.0,0.0,0.0,0.0,0.0,15.592423357132915,178.05040510582234,0.0,0.0,0.0
2015-08-01,2015-8,103.70384802523566,78.96042415958443,236.41763000772232,302.40108764149676,53.53426820254372,110.28103164977782,112.29951770847886,0.0,0.0,117.43949768195488,0.0,0.0,42.20504181225476,279.5431897759956,50.95416576654177,181.79025840614293,29.76412538114773
2015-09-01,2015-9,0.0,56.178766588027656,0.0,83.53880660163301,48.61470654378966,104.29430089915466,0.0,0.0,0.0,0.0,0.0,0.0,36.63447927530722,59.89655548513435,121.72089034316556,69.8772816113382,27.262652366943907
2015-10-01,2015-10,455.4143453703966,130.0326985096135,129.7781883872178,258.59028531178285,42.40501327681662,50.16771517107789,123.29053433526612,1984.2639291427224,0.0,0.0,7200.0,0.0,35.020409079970634,359.5352411484557,0.0,69.08984684264584,0.0
2015-11-01,2015-11,0.0,0.0,0.0,0.0,26.32446929823352,105.89293172338296,57.830889358857355,0.0,0.0,0.0,0.0,0.0,23.884173536843985,0.0,78.719609387831,97.22223956899263,0.0
2015-12-01,2015-12,0.0,0.0,0.0,0.0,37.89815838624999,0.0,83.25653899076879,0.0,0.0,0.0,0.0,0.0,40.1158029663371,0.0,56.66454641279215,0.0,0.0
2016-01-01,2016-1,0.0,0.0,0.0,0.0,12.216722650436546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.479526035120024,0.0,56.417726085541894,150.30894429938894,0.0
2016-02-01,2016-2,211.9254874495905,80.68035419078329,120.7836604791928,0.0,21.76329887527227,70.03611721902953,76.49709721132024,0.0,0.0,0.0,0.0,0.0,21.06221507935549,0.0,26.03202924310451,128.6028832318556,0.0
2016-03-01,2016-3,0.0,0.0,0.0,101.17749890461712,22.561073760729467,0.0,56.64374500251718,683.7273069626682,0.0,0.0,0.0,0.0,19.494902153728965,0.0,38.55183216354187,95.2264751203623,45.038969784962546
2016-04-01,2016-4,767.5253314486091,443.3919731704028,185.96264799387916,370.5409576113961,44.00952217712671,173.49089125391876,117.77754296255095,0.0,0.0,184.7523804996607,0.0,0.0,46.12817055092037,219.88458220185015,40.07980112124322,0.0,0.0
2016-05-01,2016-5,157.38583994418116,59.91702774462582,179.3992604176246,0.0,42.45624492381637,0.0,113.62068850504916,0.0,0.0,0.0,0.0,0.0,35.19403218223187,212.12394988884367,38.66521990519934,0.0,0.0
2016-06-01,2016-6,0.0,264.56869393730886,198.03814461685835,224.03589043165223,46.86728335745962,76.55463029352795,62.71271768135831,1513.9676082744795,0.0,393.498576648628,0.0,0.0,31.85659296482019,234.16280182534695,42.682385609635645,210.85862348080224,0.0
2016-07-01,2016-7,236.25247497139776,269.82502560493754,0.0,456.973869224827,56.45277432360127,177.66851757547892,213.19555238254264,1029.3642899526265,2091.547943916439,133.77214305494195,0.0,3571.9688542825356,45.13962306454557,159.21002861414317,81.95265550542958,0.0,0.0
2016-08-01,2016-8,0.0,280.4053313155142,0.0,77.35768414007723,46.82037056238507,0.0,86.61666836707784,0.0,0.0,0.0,0.0,3628.031145717464,36.90491539817533,0.0,0.0,0.0,0.0
2016-09-01,2016-9,94.02385633680151,50.80246741439597,0.0,0.0,30.51628450796774,83.107696261543,0.0,0.0,0.0,0.0,0.0,0.0,27.783997406605828,179.85571811024153,59.79645430471776,80.97812472828812,28.078492338024525
2016-10-01,2016-10,0.0,0.0,0.0,0.0,26.356033410101908,28.271973777465963,0.0,0.0,0.0,0.0,0.0,0.0,19.13024930768799,345.90955857173554,31.525598963471893,0.0,0.0
2016-11-01,2016-11,316.6342342072284,180.814699111001,0.0,306.22657212847133,45.95908244762962,104.63976093375716,57.14650013567562,0.0,2803.1692857815,0.0,0.0,0.0,23.60152059557956,0.0,38.89400818866206,96.07168052083888,45.43872395465157
2016-12-01,2016-12,0.0,64.46768807966072,0.0,57.06598961112216,21.334801018002583,30.84607617238019,61.125053942589744,0.0,0.0,191.76829368319213,0.0,0.0,14.220320650719492,0.0,41.60181888534107,0.0,0.0
2017-01-01,2017-1,0.0,0.0,0.0,293.48815555077675,19.24389576583836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7025928727378
2017-02-01,2017-2,0.0,0.0,148.40814730411768,83.94532147560692,24.425637229422296,0.0,0.0,0.0,0.0,147.4422890605565,0.0,0.0,20.638146730609016,0.0,0.0,0.0,0.0
2017-03-01,2017-3,0.0,145.16714560455665,144.88301316387737,81.95137084673263,31.677141759848727,23.15287427665591,91.76017598982592,0.0,0.0,0.0,0.0,0.0,23.30601100514162,171.31150347317543,88.18183597140046,145.68063021740195,26.74459721507799
2017-04-01,2017-4,166.70151271346293,126.9270369668086,0.0,107.48139291736584,27.390569300965723,73.45428701061248,60.17295029862417,0.0,0.0,0.0,0.0,0.0,24.851445362323652,224.67957309098708,0.0,101.1595888350266,47.845136126704766
2017-05-01,2017-5,182.0108353095973,207.87540237931412,0.0,117.3521330832464,68.292087763895,120.30013331840108,262.79615028378726,793.030651953299,0.0,206.11830205404328,0.0,0.0,53.1802866859738,413.59421018002666,89.42976032495088,110.44975515661068,0.0
2017-06-01,2017-6,0.0,104.4707150419117,0.0,353.86181668178915,51.48172769893622,60.458528539504115,0.0,1195.6462137142044,0.0,0.0,0.0,0.0,20.45465118283562,0.0,0.0,0.0,57.74089962845043
2017-07-01,2017-7,0.0,0.0,0.0,131.68521803997876,29.363840276369267,44.99775979085231,147.44669500655235,0.0,0.0,0.0,0.0,0.0,30.44776321109119,0.0,50.17623957163274,0.0,0.0
2017-08-01,2017-8,0.0,754.51071974714,2259.101797851569,0.0,40.70542937782405,436.64492834086303,715.3895202169762,0.0,0.0,0.0,0.0,0.0,49.242678773493154,0.0,486.8953617691769,1202.675111705316,568.8255072841565
2017-09-01,2017-9,0.0,0.0,0.0,0.0,23.383970068111697,0.0,410.9684477842203,0.0,0.0,0.0,0.0,0.0,28.288347380517347,0.0,0.0,0.0,0.0
2017-10-01,2017-10,0.0,424.4122798577663,0.0,0.0,45.793608050052065,0.0,402.40660512204914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,0.0,582.0511266620795,0.0,0.0,129.82011243675188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.37639007176213,0.0,0.0,1752.3298663293206,0.0
2017-12-01,2017-12,0.0,0.0,0.0,0.0,93.82442995535264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.56275994972177,0.0,0.0,0.0,0.0
2018-01-01,2018-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,0.0,0.0,0.0,0.0,21.13551140771634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,0.0,0.0,0.0,0.0,226.9945886016597,314.43097001523023,0.0,0.0,0.0,0.0,0.0,0.0,306.20022568481073,0.0,349.4259164007756,930.9457195316992,363.20888475960754
2018-04-01,2018-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,0.0,0.0,0.0,0.0,57.844557536907864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.98821912853461,0.0,345.9519675728362,0.0,404.1654920176902
2018-06-01,2018-6,0.0,0.0,0.0,0.0,151.32972573443976,314.4309700152303,0.0,0.0,0.0,0.0,0.0,0.0,204.13348378987385,0.0,349.4259164007756,0.0,0.0
2018-07-01,2018-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,0.0,0.0,0.0,0.0,78.18702496279388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018-9,0.0,509.2947358293195,0.0,0.0,141.06876321218914,0.0,0.0,0.0,0.0,1514.969520097218,0.0,0.0,145.57934131279188,0.0,328.65436919419443,0.0,0.0
2018-10-01,2018-10,0.0,539.577455833847,0.0,0.0,243.75557183108177,226.68279233656136,0.0,0.0,0.0,0.0,0.0,0.0,325.2518214385231,0.0,0.0,0.0,523.6965315138527
2018-11-01,2018-11,856.8992361603955,0.0,0.0,0.0,213.23734080761977,0.0,1831.728710851612,0.0,0.0,0.0,0.0,0.0,143.82131812468384,0.0,492.3728822010929,0.0,1023.5886752316212
2018-12-01,2018-12,0.0,0.0,0.0,0.0,30.52907203336804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,2019-1,0.0,0.0,0.0,0.0,68.6904120750781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.6359229854861,0.0,959.8930435420144
2019-02-01,2019-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,0.0,1288.9905889364122,0.0,0.0,260.6234165426463,0.0,0.0,0.0,0.0,2305.6625526297084,0.0,0.0,175.78161104128023,0.0,1203.5781564915603,1603.2954058601488,1251.0528252830925
2019-04-01,2019-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,1573.8583994418118,0.0,0.0,1014.7507978374832,96.97469940011024,346.7474430942148,568.1034425252459,0.0,0.0,1782.317082467315,0.0,0.0,39.10448020247986,0.0,386.6521990519935,0.0,0.0
2019-06-01,2019-6,0.0,0.0,0.0,0.0,141.22605099924107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.17241460348889,0.0,264.20008313229374,0.0,0.0
2019-07-01,2019-7,0.0,0.0,0.0,0.0,23.892317243505428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.90331145400685,1567.8726730914534,0.0,0.0,0.0
2019-08-01,2019-8,0.0,0.0,0.0,0.0,233.2200061385515,177.22472855403885,0.0,0.0,0.0,0.0,0.0,0.0,254.28778767011804,0.0,0.0,0.0,204.71773504632424
2019-09-01,2019-9,0.0,0.0,0.0,0.0,96.67455181460244,207.39063979727953,0.0,0.0,0.0,0.0,0.0,0.0,123.89731175556751,0.0,0.0,0.0,239.56330696910285
2019-10-01,2019-10,0.0,0.0,0.0,0.0,71.7636946267722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9181041404801,0.0,0.0,0.0,234.57240474057983
2019-11-01,2019-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,0.0,0.0,0.0,507.3753989187418,99.14407531895316,173.3737215471074,0.0,0.0,0.0,0.0,0.0,0.0,58.6567203037198,0.0,0.0,0.0,0.0
