date,ym,philippines_abc_au_solomon_islands_body_count,philippines_abc_au_solomon_islands_epu_count,philippines_abc_au_solomon_islands_ratio,philippines_asia_news_network_body_count,philippines_asia_news_network_epu_count,philippines_asia_news_network_ratio,philippines_philippine_star_body_count,philippines_philippine_star_epu_count,philippines_philippine_star_ratio,philippines_abante_body_count,philippines_abante_epu_count,philippines_abante_ratio,philippines_inquirer_body_count,philippines_inquirer_epu_count,philippines_inquirer_ratio,news_total,philippines_abc_au_solomon_islands_weights,philippines_asia_news_network_weights,philippines_philippine_star_weights,philippines_abante_weights,philippines_inquirer_weights,philippines_abc_au_solomon_islands_z_score,philippines_asia_news_network_z_score,philippines_philippine_star_z_score,philippines_abante_z_score,philippines_inquirer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2015-11-01,2015-11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,3.0,0.03125,107.0,0.102803738317757,0.0,0.0,0.0,0.897196261682243,0.0,,,0.0,2.1323290576342657,0.7107763525447552,1.9131176591858832,117.64724980129535,95.32316599805965
2015-12-01,2015-12,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,3.0,0.02564102564102564,132.0,0.11363636363636363,0.0,0.0,0.0,0.8863636363636364,0.0,,,0.0,1.7496033293409359,0.5832011097803119,1.5507847691885568,95.36557370256516,78.2138797932797
2016-01-01,2016-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,4.0,0.03636363636363636,115.0,0.043478260869565216,0.0,0.0,0.0,0.9565217391304348,0.0,,,0.0,2.481255630701691,0.8270852102338969,2.373374951105965,145.95079105783887,110.92150225228758
2016-02-01,2016-2,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,4.0,0.03125,133.0,0.03759398496240601,0.0,0.0,0.0,0.9624060150375939,1.5516510757861826,,,0.0,2.1323290576342657,1.227993377806816,2.1104990583166683,129.7852271275568,164.68783208404005
2016-03-01,2016-3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,7.0,0.05384615384615385,138.0,0.057971014492753624,0.0,0.0,0.0,0.9420289855072463,0.0,,,0.0,3.674166991615966,1.2247223305386552,3.4611718036961996,212.84490362601503,164.2491475658874
2016-04-01,2016-4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,4.0,0.0273972602739726,163.0,0.10429447852760736,0.0,0.0,0.0,0.8957055214723927,0.0,,,0.0,1.8694391738163425,0.6231463912721141,1.674466990044086,102.97141700399675,83.57099484761393
2016-05-01,2016-5,27.0,4.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,9.0,0.05357142857142857,195.0,0.13846153846153847,0.0,0.0,0.0,0.8615384615384616,1.149371167249024,,,0.0,3.655421241658741,1.6015974696359219,3.308429692894319,203.45202118702647,214.79237584872268
2016-06-01,2016-6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,2.0,0.014388489208633094,157.0,0.11464968152866242,0.0,0.0,0.0,0.8853503184713376,0.0,,,0.0,0.981791796320813,0.32726393210693766,0.8692296795451785,53.45331519634227,43.889803049466316
2016-07-01,2016-7,22.0,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,3.0,0.019867549668874173,173.0,0.12716763005780346,0.0,0.0,0.0,0.8728323699421965,0.35264797176958695,,,0.0,1.3556529108138378,0.5694336275278082,1.2281031497793087,75.52225413324965,76.36750435966803
2016-08-01,2016-8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,4.0,0.023668639053254437,189.0,0.10582010582010581,0.0,0.0,0.0,0.8941798941798942,0.0,,,0.0,1.6150184578531717,0.5383394859510572,1.4441170337417248,88.80603688704481,72.19742750148896
2016-09-01,2016-9,23.0,1.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,1.0,0.007246376811594203,161.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,0.3373154512578658,,,0.0,0.49445311481374277,0.2772561886905362,0.4720048771629031,29.025959498300963,37.183197786357404
2016-10-01,2016-10,23.0,1.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,1.0,0.010526315789473684,118.0,0.19491525423728814,0.0,0.0,0.0,0.8050847457627118,0.3373154512578658,,,0.0,0.7182582088873316,0.35185788671506585,0.6440066544341306,39.60321592564793,47.18813115121859
2016-11-01,2016-11,9.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,5.0,0.043478260869565216,124.0,0.07258064516129033,0.0,0.0,0.0,0.9274193548387096,0.862028375436768,,,0.0,2.9667186888824566,1.2762490214397415,2.81395890806785,173.04451976514457,171.15946090497064
2016-12-01,2016-12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,3.0,0.028037383177570093,119.0,0.10084033613445378,0.0,0.0,0.0,0.8991596638655462,0.0,,,0.0,1.9131176591858832,0.6377058863952944,1.7201982313688193,105.78366158603868,85.523588185175
2017-01-01,2017-1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,5.0,0.03759398496240601,139.0,0.04316546762589928,0.0,0.0,0.0,0.9568345323741008,0.0,,,0.0,2.565207888883327,0.8550692962944423,2.4544794908020324,150.9383180903909,114.67448541119957
2017-02-01,2017-2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,5.0,0.020833333333333332,249.0,0.03614457831325301,0.0,0.0,0.0,0.963855421686747,0.0,,,0.0,1.4215527050895103,0.4738509016965034,1.3701712820139857,84.25873981752744,63.548777332039755
2017-03-01,2017-3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,7.0,0.029914529914529916,236.0,0.00847457627118644,0.0,0.0,0.0,0.9915254237288136,0.0,,,0.0,2.0412038842310922,0.6804012947436974,2.023905546229134,124.46015551012745,91.249526425493
2017-04-01,2017-4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,3.0,0.016216216216216217,190.0,0.02631578947368421,0.0,0.0,0.0,0.9736842105263158,0.0,,,0.0,1.1065058893669704,0.36883529645565677,1.0773873133309975,66.25397751967685,49.46499424764176
2017-05-01,2017-5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,6.0,0.030303030303030304,205.0,0.03414634146341464,0.0,0.0,0.0,0.9658536585365853,0.0,,,0.0,2.0677130255847427,0.6892376751949142,1.9971081905647758,122.81225101208393,92.43458521023966
2017-06-01,2017-6,22.0,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,3.0,0.014634146341463415,227.0,0.09691629955947137,0.0,0.0,0.0,0.9030837004405287,0.35264797176958695,,,0.0,0.9985540952823879,0.45040068901732494,0.9359552639287244,57.556607775560316,60.403837988033686
2017-07-01,2017-7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,10.0,0.04484304932735426,235.0,0.05106382978723404,0.0,0.0,0.0,0.948936170212766,0.0,,,0.0,3.0598443876366144,1.0199481292122048,2.903597014650915,178.55681884735606,136.78660591649816
2017-08-01,2017-8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,2.0,0.008888888888888889,244.0,0.0778688524590164,0.0,0.0,0.0,0.9221311475409836,0.0,,,0.0,0.6065291541715244,0.20217638472384147,0.5592994249532499,34.394141335351364,27.11414499500363
