date,ym,news_total,EPU_index,E_breadth,E_intensity,P_breadth,P_intensity,U_breadth,U_intensity,EU_index,PU_index,EP_index
2015-01-01,2015-1,136.0,148.90994370049177,113.72054276110092,88.63270755369125,103.95680793821627,125.23094895692991,122.92873520275059,81.71397962532086,154.27440515525333,134.00037308150837,123.9848030984731
2015-02-01,2015-2,153.0,158.83727328052456,92.88885174480318,105.09084420654963,124.27020719051143,135.2198139934914,122.1252794171117,87.03870010215881,137.1328045824474,137.43628008359832,106.65359406320266
2015-03-01,2015-3,157.0,25.798410628365453,63.89806362062893,110.12944632604174,116.96377658646372,114.31446805850642,81.4304997521405,96.67990995962869,22.27316252772235,89.28981253838873,69.29087002832276
2015-04-01,2015-4,111.0,72.97928772348425,97.90987075803577,109.18816900701574,109.80215812051426,100.03478198116437,115.17647262239693,71.23782839130534,94.51044640141646,101.03423833172634,98.00600535537542
2015-05-01,2015-5,124.0,195.9847000961311,182.0321852740901,101.51850196310019,103.53280909234296,120.5702655689323,126.89417827380704,90.95544160675594,225.60558173241344,146.96815112165433,135.9833324305834
2015-06-01,2015-6,136.0,89.34596622029505,86.0587891165088,97.89284117870376,99.17718458473509,109.65048784472836,57.84881656600027,74.41808858734578,77.13720257762667,72.15404704388912,87.98921510214221
2015-07-01,2015-7,148.0,328.40679475567913,163.8107453067137,216.88327743902474,107.60611495810397,165.43019069866466,126.25113345147356,80.07560409398609,283.5313392042494,161.02331734118886,183.7612600413289
2015-08-01,2015-8,145.0,55.866903015908626,109.54478378180237,115.92573297478076,110.95318764012241,124.21973915315864,94.95185063936597,122.84890814418985,72.34937621073949,87.01138283913329,112.53793028737937
2015-09-01,2015-9,126.0,160.72819320053077,136.01581862631892,105.05573199665771,114.78682752090587,118.38508028791925,148.2949821493499,87.03870010215881,138.7653379703337,144.63532332607252,146.77566040126462
2015-10-01,2015-10,154.0,26.30097706917777,103.14281589845027,96.60477747898398,96.02697828357702,119.36782990824557,146.8758914110786,132.29882415528138,45.414110608472846,118.33799181224116,102.42900364901088
2015-11-01,2015-11,96.0,126.573452145418,130.62494776612945,127.2606935323149,106.64534607454947,157.40462589168717,122.92873520275059,88.19921610352091,145.70360486885036,102.21823331217627,130.31736024597575
2015-12-01,2015-12,117.0,103.85514022188143,89.31620360077227,113.55569576729637,91.67072483087037,93.90616885583611,235.35074090099258,80.32428609427797,119.55167578982595,239.6324883508894,83.68205072651287
2016-01-01,2016-1,110.0,147.28547158739548,87.39996505079206,119.17389360885677,116.70971206773206,96.62137720250053,178.80543302218268,171.9884714018658,127.15950970372394,216.64955424087228,84.06242368436065
2016-02-01,2016-2,128.0,126.573452145418,124.09370037782297,69.55543978486847,99.0278213549388,101.62396330026313,130.61178115292248,81.71397962532086,109.27770365163776,98.56758212245566,114.73593673830474
2016-03-01,2016-3,130.0,218.09579446595103,144.69224983325108,113.1206164731688,105.00464844263334,72.23008326279727,143.73205962167762,80.07560409398609,215.1930164216867,140.18500568527028,154.8117938440488
2016-04-01,2016-4,146.0,110.96850599050344,114.52050215112719,92.99819911976857,106.85404538193606,108.39366661681872,121.24477992600056,80.84928142822751,143.70766507612637,115.22055261803037,119.21826404873066
2016-05-01,2016-5,168.0,216.98306082071656,111.96424094239667,89.19125529615232,88.02473009327893,79.57855327216373,134.63623379348874,77.65365765636082,228.96280765105058,150.1982203770753,103.60634851853972
2016-06-01,2016-6,139.0,58.27842400940109,123.29491472601572,131.31966499582214,91.19108729087888,97.44190719737165,49.52524583707937,66.14941207764069,75.47237086731818,40.34100883029361,125.22206151881062
2016-07-01,2016-7,151.0,80.47053911231872,105.19201091630028,141.68700696917654,105.46824512449925,116.83299182139095,71.6405874029275,72.16299499378984,69.47456655998162,64.98642647661536,100.86180948493603
2016-08-01,2016-8,169.0,95.86628328173671,101.40824347287683,79.98561413381893,104.81233223669443,102.34910880801219,98.92489933475787,77.82283773840082,82.76654477757181,99.53964900729251,90.11913155162924
2016-09-01,2016-9,138.0,29.350365714879537,81.78257599270714,77.95170686452337,100.09501080841082,89.80104469408873,99.76824886020337,85.04924409982375,101.35902947398286,81.26666996247553,78.83091735106285
2016-10-01,2016-10,95.0,42.635268091088165,109.99995601358269,90.06141388440747,90.6619082418225,91.70538873170729,82.81514792606355,74.41808858734578,36.809331756341145,88.53789832753914,103.06105194738953
2016-11-01,2016-11,115.0,176.1021942892772,123.58255927786857,69.10082906732032,86.1994681314785,75.9351695010264,162.47971957233116,128.81727615119502,182.44625305316913,146.28000593245596,108.78666594446673
2016-12-01,2016-12,107.0,113.5612280930853,109.38313383032896,118.86987857414029,97.20056464649636,73.9047726932855,147.05493556964555,78.55242684219833,98.0435472014694,183.4196336068957,106.7532703193365
2017-01-01,2017-1,133.0,152.26881461102917,81.71425303866143,101.65795045480778,118.52028435925584,92.1431990010277,103.51893490757942,75.59932808873221,131.4618991297898,137.02293788785818,102.2431070906642
2017-02-01,2017-2,240.0,84.38230143027866,83.59996657032285,78.51821636208531,90.73318332691828,87.63592191730818,65.56199210813364,82.68676509705087,87.42216292131022,64.25146093908221,83.8563883321931
2017-03-01,2017-3,234.0,121.16433025886168,96.46149988883407,93.36076519820823,95.14310077143364,107.14610891349723,84.05383603606877,85.9942357009329,119.55167578982595,89.86218313158352,88.33105354465246
2017-04-01,2017-4,185.0,65.68135895113583,112.97292779773358,80.27212976653709,109.80215812051426,107.77660423883708,58.4742091775246,72.16299499378984,75.60835712113317,53.042975124156335,108.78666594446673
2017-05-01,2017-5,198.0,122.73789298949625,73.88885934245705,92.2989645399207,112.44184636623976,102.3840596284529,84.4358989271418,93.38740528608098,105.96625808643662,113.28081267496592,79.66700283811956
2017-06-01,2017-6,205.0,59.27342149248843,93.79508444475246,112.78957787981086,107.80965066583957,120.16646205058346,86.34994082534675,91.87418344116762,51.17394902710842,82.05951552308507,84.90666610299841
2017-07-01,2017-7,223.0,181.6300658588958,95.59637432929293,89.25523754528874,109.30977176122946,102.86185190671901,105.83998725976731,79.93053959381582,156.81105456737257,119.44013937310025,102.44484236922875
2017-08-01,2017-8,225.0,36.0031152769189,94.74662877969922,95.97337370461153,93.1707912371937,79.90644870082897,87.41598947751153,72.76435328540477,31.083435705354745,68.53489166835438,91.86429568643857
2017-09-01,2017-9,252.0,16.07281932005308,63.031720826830714,97.89284117870376,94.15099335984414,86.9122919684476,81.95249013516704,75.59932808873221,13.876533797033368,72.31766166303626,58.278571041678596
2017-10-01,2017-10,206.0,78.64758191559953,58.84463666357676,118.14653245705627,97.03099448669133,89.90400607533064,85.9307663553208,88.19921610352091,84.87588633136914,102.07646045043953,50.168608081186115
2017-11-01,2017-11,140.0,144.6553738804777,83.59996657032285,117.12179212452058,114.9158014844125,115.65286059087185,98.34298816220047,99.22411811646103,149.86656500796036,120.15857630166026,97.130951736131
2017-12-01,2017-12,204.0,79.41863664026228,94.25486427046204,79.80394661307372,116.30416826804274,134.27837396667613,168.72571498416747,105.8390593242251,68.5664022912237,178.6671641086778,98.65457450846246
2018-01-01,2018-1,223.0,18.163006585889576,73.10310978122402,87.8525497757598,102.75118545555567,108.03941532193285,66.14999203735456,105.8390593242251,31.36221091347452,62.86323124900013,75.61405032014504
2018-02-01,2018-2,170.0,71.47677297623605,81.14114402413688,80.09414278257582,103.23986443519411,94.53770157036368,109.91275147540053,76.59405608989975,82.27968274946845,98.9541216601908,73.59097990360983
2018-03-01,2018-3,164.0,0.0,73.91460458961471,101.26845639176254,92.15346977870476,99.61387827016367,59.965236684268575,66.14941207764069,0.0,42.7393310016068,69.6499995376159
2018-04-01,2018-4,149.0,0.0,115.02008823433681,89.51209867805522,101.4306647228697,96.2005092491849,85.80260712138296,65.26150050612874,23.46903702585509,75.26711714645384,116.81789631620589
2018-05-01,2018-5,190.0,21.317634045544082,109.99995601358269,113.55569576729637,102.63612253791227,101.39395021460409,51.75946745378971,92.60917690869697,36.809331756341145,29.512632775846377,117.37508694008253
2018-06-01,2018-6,208.0,38.94567758320554,98.47111446985143,103.88628043454278,89.84772746207464,98.99472281122787,66.19239587840416,118.12395013864409,67.2478176317771,60.65697361381888,91.52724298212345
2018-07-01,2018-7,172.0,70.6456477090705,111.79065297194335,78.73989399156608,103.92901943034722,104.08757453178467,68.6113870899073,88.19921610352091,81.32294225238161,57.05203719749373,117.00891395189733
2018-08-01,2018-8,192.0,63.286726072709,97.9687108245971,127.2606935323149,104.1061711680126,96.53409501893911,92.19655140206292,106.57405279175444,54.63885182581888,102.21823331217627,107.65347150754518
2018-09-01,2018-9,276.0,161.42701143183743,113.58691110098212,94.62974647274697,109.51571770802596,96.98323007640936,114.02085584023241,93.02261073418222,139.36866552672643,132.05833868902275,114.30483015904112
