date,ym,philippines_abc_au_solomon_islands_body_count,philippines_abc_au_solomon_islands_epu_count,philippines_abc_au_solomon_islands_ratio,philippines_asia_news_network_body_count,philippines_asia_news_network_epu_count,philippines_asia_news_network_ratio,philippines_philippine_star_body_count,philippines_philippine_star_epu_count,philippines_philippine_star_ratio,philippines_abante_body_count,philippines_abante_epu_count,philippines_abante_ratio,philippines_inquirer_body_count,philippines_inquirer_epu_count,philippines_inquirer_ratio,news_total,philippines_abc_au_solomon_islands_weights,philippines_asia_news_network_weights,philippines_philippine_star_weights,philippines_abante_weights,philippines_inquirer_weights,philippines_abc_au_solomon_islands_z_score,philippines_asia_news_network_z_score,philippines_philippine_star_z_score,philippines_abante_z_score,philippines_inquirer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2019-10-01,2019-10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,2.0,0.008928571428571428,229.0,0.021834061135371178,0.0,0.0,0.0,0.9781659388646288,0.0,,,,1.0671993049390713,0.5335996524695357,1.043898010071406,98.26712321058417,72.82647795280147,98.26712321058417
2019-11-01,2019-11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801,5.0,0.006242197253433208,805.0,0.004968944099378882,0.0,0.0,0.0,0.9950310559006211,0.0,,,,0.746106879857528,0.373053439928764,0.742399516479354,69.88562489199931,50.91489095326944,69.88562489199931
2019-12-01,2019-12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,4.0,0.006791171477079796,594.0,0.008417508417508417,0.0,0.0,0.0,0.9915824915824916,0.0,,,,0.8117237497668998,0.4058618748834499,0.8048910582705454,75.76825324991171,55.39263518311555,75.76825324991171
2020-01-01,2020-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665,4.0,0.006015037593984963,666.0,0.0015015015015015015,0.0,0.0,0.0,0.9984984984984985,0.0,,,,0.7189553212221113,0.3594776606110556,0.7178758087277838,67.57709073640775,49.0620483050452,67.57709073640775
2020-02-01,2020-2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614,3.0,0.004885993485342019,625.0,0.0176,0.0,0.0,0.0,0.9824,0.0,,,,0.5840048313673093,0.29200241568365465,0.5737263463352447,54.00761091653706,39.85292604583272,54.00761091653706
2020-03-01,2020-3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788,12.0,0.015228426395939087,796.0,0.010050251256281407,0.0,0.0,0.0,0.9899497487437185,0.0,,,,1.820197799286944,0.910098899643472,1.8019043540679798,169.62189358208877,124.2116578281284,169.62189358208877
2020-04-01,2020-4,6.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755,13.0,0.017218543046357615,761.0,0.00788436268068331,0.0,0.0,0.0,0.9921156373193167,1.9854118163528027,,,,2.0580691231672685,2.0217404697600356,2.0574962666089416,193.6819853908408,275.93016049738105,193.6819853908408
2020-05-01,2020-5,7.0,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,882,26.0,0.02947845804988662,892.0,0.007847533632286996,0.0,0.0,0.0033632286995515697,0.9887892376681614,3.4035631137476616,,,,3.523451673449632,3.463507393598647,3.510660670155616,330.47531587988755,472.70466476489577,330.47531587988755
2020-06-01,2020-6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,778,14.0,0.017994858611825194,879.0,0.004550625711035267,0.0,0.0,0.11035267349260523,0.8850967007963595,0.0,,,,2.1508592675378715,1.0754296337689357,1.9037184415750443,179.20614164569562,146.77624348328112,179.20614164569562
2020-07-01,2020-7,9.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,830,8.0,0.00963855421686747,1322.0,0.00680786686838124,0.0,0.0,0.3653555219364599,0.6278366111951589,3.9708236327056055,,,,1.1520609364161543,2.5614422845608797,0.7503388728591215,70.63299456227006,349.5894706839157,70.63299456227006
2020-08-01,2020-8,4.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,662,6.0,0.00906344410876133,667.0,0.005997001499250375,0.0,0.0,0.0014992503748125937,0.992503748125937,5.956235449058409,,,,1.0833201403611117,3.51977779470976,1.110918852646611,104.5761163607525,480.3845331961214,104.5761163607525
2020-09-01,2020-9,11.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,569,11.0,0.019332161687170474,581.0,0.0189328743545611,0.0,0.0,0.0017211703958691911,0.9793459552495697,1.0829518998288015,,,,2.310702185738024,1.6968270427834127,2.2834802316403655,214.95493918624103,231.58549044976863,214.95493918624103
2020-10-01,2020-10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617,5.0,0.008103727714748784,625.0,0.0128,0.0,0.0,0.0,0.9872,0.0,,,,0.9686087694746839,0.48430438473734194,0.9562105772254079,90.01268486089512,66.09858614840977,90.01268486089512
2020-11-01,2020-11,9.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,543,6.0,0.011049723756906077,1152.0,0.0078125,0.0,0.0,0.5208333333333334,0.4713541666666667,1.3236078775685352,,,,1.3207328414715578,1.3221703595200465,0.6328736144246291,59.575426761412,180.45178645038865,59.575426761412
2020-12-01,2020-12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,580,3.0,0.005172413793103448,996.0,0.002008032128514056,0.0,0.0,0.41566265060240964,0.5823293172690763,0.0,,,,0.6182395973440137,0.30911979867200684,0.36001904263004814,33.89031809521653,42.18913205541602,33.89031809521653
2021-01-01,2021-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,622,5.0,0.008038585209003215,1062.0,0.0018832391713747645,0.0,0.0,0.4124293785310734,0.5856873822975518,0.0,,,,0.9608225253470738,0.4804112626735369,0.5627416297230508,52.973566890828096,65.56724703146112,52.973566890828096
2021-02-01,2021-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,487,10.0,0.02053388090349076,889.0,0.0011248593925759281,0.0,0.0,0.45106861642294716,0.547806524184477,0.0,,,,2.454339263925585,1.2271696319627925,1.3445030613405624,126.56451752094364,167.48594518919435,126.56451752094364
2021-03-01,2021-3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,582,7.0,0.012027491408934709,1016.0,0.002952755905511811,0.0,0.0,0.4242125984251969,0.5728346456692913,0.0,,,,1.4376018128388866,0.7188009064194433,0.8235081250710944,77.52076698157798,98.10302184707278,77.52076698157798
2021-04-01,2021-4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,563,7.0,0.012433392539964476,980.0,0.009183673469387756,0.0,0.0,0.4163265306122449,0.5744897959183674,0.0,,,,1.486117682188689,0.7430588410943445,0.853759443951257,80.36846862579921,101.41378102130791,80.36846862579921
2021-05-01,2021-5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,1.0,0.002150537634408602,676,5.0,0.0073964497041420114,1145.0,0.0034934497816593887,0.0,0.0,0.40611353711790393,0.5903930131004367,0.0,,,,0.8840704301270413,0.44203521506352067,0.521949005035703,49.13356160529209,60.329626706462754,49.13356160529209
2021-06-01,2021-6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,695,4.0,0.0057553956834532375,1135.0,0.006167400881057269,0.0,0.0,0.3814977973568282,0.6123348017621145,0.0,,,,0.6879212785794302,0.3439606392897151,0.42123813974687574,39.6531651369582,46.94426204727347,39.6531651369582
2021-07-01,2021-7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,737,6.0,0.008141112618724558,1175.0,0.00425531914893617,0.0,0.0,0.36851063829787234,0.6272340425531915,0.0,,,,0.9730772495509578,0.4865386247754789,0.6103471769523879,57.45490523035858,66.40351856754761,57.45490523035858
2021-08-01,2021-8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,658,12.0,0.0182370820668693,1155.0,0.0017316017316017316,0.0,0.0,0.42857142857142855,0.5696969696969697,0.0,,,,2.1798113462585285,1.0899056731292642,1.2418319184745557,116.8995907284352,148.75195496742427,116.8995907284352
