date,ym,philippines_abc_au_solomon_islands_body_count,philippines_abc_au_solomon_islands_epu_count,philippines_abc_au_solomon_islands_ratio,philippines_asia_news_network_body_count,philippines_asia_news_network_epu_count,philippines_asia_news_network_ratio,philippines_philippine_star_body_count,philippines_philippine_star_epu_count,philippines_philippine_star_ratio,philippines_abante_body_count,philippines_abante_epu_count,philippines_abante_ratio,philippines_inquirer_body_count,philippines_inquirer_epu_count,philippines_inquirer_ratio,news_total,philippines_abc_au_solomon_islands_weights,philippines_asia_news_network_weights,philippines_philippine_star_weights,philippines_abante_weights,philippines_inquirer_weights,philippines_abc_au_solomon_islands_z_score,philippines_asia_news_network_z_score,philippines_philippine_star_z_score,philippines_abante_z_score,philippines_inquirer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2019-05-01,2019-5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,1.0,0.0037735849056603774,271.0,0.02214022140221402,0.0,0.0,0.0,0.977859778597786,0.0,,,,0.3526650972997668,0.1763325486498834,0.34485701396471663,25.811370380338328,19.989840587005588,25.811370380338328
2019-06-01,2019-6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,3.0,0.012987012987012988,233.0,0.008583690987124463,0.0,0.0,0.0,0.9914163090128756,0.0,,,,1.2137175426550417,0.6068587713275209,1.2032993663232388,90.06285029706035,68.79620461761664,90.06285029706035
2019-07-01,2019-7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,5.0,0.022123893805309734,233.0,0.030042918454935622,0.0,0.0,0.0,0.9699570815450643,0.0,,,,2.0676161677973055,1.0338080838986528,2.0054989438720643,150.10475049510057,117.19707423797524,150.10475049510057
2019-08-01,2019-8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,3.0,0.011538461538461539,264.0,0.015151515151515152,0.0,0.0,0.0,0.9848484848484849,0.0,,,,1.0783413552050563,0.5391706776025281,1.0620028498231615,79.48728833036009,61.12278179488248,79.48728833036009
2019-09-01,2019-9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,6.0,0.02564102564102564,242.0,0.03305785123966942,0.0,0.0,0.0,0.9669421487603306,0.0,,,,2.396314122677903,1.1981570613389514,2.317097126886898,173.42681090260382,135.8284039886277,173.42681090260382
2019-10-01,2019-10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,4.0,0.017857142857142856,229.0,0.021834061135371178,0.0,0.0,0.0,0.9781659388646288,0.0,,,,1.6688616211506822,0.8344308105753411,1.6324235944880034,122.18133402745303,94.59478134922287,122.18133402745303
2019-11-01,2019-11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801,11.0,0.01373283395755306,805.0,0.004968944099378882,0.0,0.0,0.0,0.9950310559006211,0.0,,,,1.2834191743181278,0.6417095871590639,1.27704193618487,95.58222994259448,72.74704782911523,95.58222994259448
2019-12-01,2019-12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,16.0,0.027164685908319185,594.0,0.008417508417508417,0.0,0.0,0.0,0.9915824915824916,0.0,,,,2.5387096987283724,1.2693548493641862,2.517340088469716,188.41431307937202,143.89970133939508,188.41431307937202
2020-01-01,2020-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665,12.0,0.01804511278195489,666.0,0.0015015015015015015,0.0,0.0,0.0,0.9984984984984985,0.0,,,,1.6864285855838475,0.8432142927919237,1.6838964105304182,126.03389861390427,95.59051588974101,126.03389861390427
2020-02-01,2020-2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614,5.0,0.008143322475570033,625.0,0.0176,0.0,0.0,0.0,0.9824,0.0,,,,0.7610443874954251,0.38052219374771257,0.7476500062755057,55.9590509845735,43.13768530583454,55.9590509845735
