TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,IFS_FLAG,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,value
2016-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.6
2016-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.6
2016-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.4
2017-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.2
2017-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.1
2017-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.1
2017-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.5
2017-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.6
2017-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.5
2017-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.3
2017-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.5
2017-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.8
2017-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,98.8
2017-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.1
2017-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.4
2018-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.5
2018-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.5
2018-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.2
2018-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.1
2018-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.3
2018-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.2
2018-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.2
2018-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.8
2018-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.9
2018-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.2
2018-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.0
2018-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.7
2019-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.7
2019-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.7
2019-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.7
2019-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.0
2019-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.0
2019-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.8
