date,ym,news_total,EPU_index,E_breadth,E_intensity,P_breadth,P_intensity,U_breadth,U_intensity,EU_index,PU_index,EP_index
2015-01-01,2015-1,2267.0,44.39977081083484,78.49649166753834,74.82538948396319,131.2269115873915,87.41047300844033,83.59023806333506,85.66274984678796,35.75131357022983,69.64095809199473,79.35686601736762
2015-02-01,2015-2,1999.0,57.56420100980677,66.713677427676,80.95554548539745,134.1045145059676,90.92166803727098,160.22296666703755,94.31673765343176,102.1880451447486,94.9815087431244,65.3444944056732
2015-03-01,2015-3,2132.0,111.57843942205018,99.34988111862504,81.07487418198284,161.23231930148404,97.0608284263203,144.80505773289133,106.77853733854428,137.56722290961264,153.68555082632744,97.1717561869444
2015-04-01,2015-4,2011.0,33.75105276831531,105.91441711830866,86.86638133578339,151.0004808043141,109.70154490276668,96.1276302110352,97.03700332841797,28.33129314539839,97.71996158550954,106.26228002395708
2015-05-01,2015-5,1913.0,288.3796343573252,123.21107571021724,92.22174141922896,152.64382433191454,105.70903126241798,140.0574008899819,93.7989118104495,282.60489747905245,169.52618826767352,131.1775739390706
2015-06-01,2015-6,1982.0,167.17014862802873,133.92208189200622,90.60152110103292,133.27989493712664,100.31790379319644,112.39367906344526,93.78720778926818,134.58088951431233,126.90569637999826,145.25386331017302
2015-07-01,2015-7,1939.0,79.96907159613451,96.25708447456394,89.40750381472498,126.83034125728938,97.78906835136338,102.81194918559603,88.31983545026235,66.17726750257363,119.15415163367967,107.54912165205742
2015-08-01,2015-8,1999.0,170.31906708619542,144.19576134220594,110.50252520165256,123.0489653145999,109.0860857798076,118.01289633923828,91.08882073488869,139.8117216007946,141.11941644718272,150.88806807800194
2015-09-01,2015-9,2104.0,259.10573834948514,157.375591991938,94.59474767533004,126.27365783872312,106.77039830136628,107.0889226763276,93.59910780483216,224.48633530244192,118.0801492200184,171.02301791802128
2015-10-01,2015-10,1838.0,205.9459767585825,135.07436448334025,93.09071928973292,128.67720053578208,109.84311175340648,72.87114434585159,102.63102767199696,163.95251542428522,89.96702708278143,145.5322140090083
2015-11-01,2015-11,1396.0,128.98115438683604,81.09364667777213,94.26562478503996,121.99509258176892,94.2688983337292,53.34192650669747,96.84988912614229,101.51075341946988,64.19186740057536,80.47112556827537
2015-12-01,2015-12,1518.0,58.68546906984545,79.22256556252528,71.55151178780552,100.00897423109504,67.87885603197543,104.5517842105901,91.84293101583788,46.137988773040725,85.92962324217784,74.66096117771923
2016-01-01,2016-1,1553.0,85.7387915241387,67.04030860200908,87.58621628860192,122.33095620545038,100.8691736516339,37.87218419893611,88.28232761647921,67.38111222791049,42.73589227334242,62.40590587712783
2016-02-01,2016-2,1397.0,63.08919282600147,72.06102682546747,81.94053528506218,87.01239337704732,91.31063055138942,25.906225568257245,106.62929094533604,49.54244857905396,31.12411550504079,68.1509845526606
2016-03-01,2016-3,1472.0,209.5615545670749,96.4287395651171,88.95241660920848,98.62956188774191,105.54334788412532,112.16965131831924,99.90005331596498,188.07282789385428,109.91058272851622,99.81847987270064
2016-04-01,2016-4,1503.0,0.0,110.590758164965,81.896300948754,111.60081919230646,99.51620358110954,101.58657212393676,97.0113424328106,0.0,109.1715842287102,93.90834439091874
2016-05-01,2016-5,1666.0,29.299219411445748,70.0336175746154,98.33493840817718,103.2634142387411,91.4469321544602,84.07207536175206,88.21950551336842,44.024088912140165,86.8944257224863,54.52583341976792
2016-06-01,2016-6,1725.0,0.0,134.66432459064174,86.51283934311039,100.0296812093121,104.88741806732476,46.77202982264205,96.59508450838156,40.122203284022255,44.97589277596674,130.18605755064925
2016-07-01,2016-7,1703.0,25.876571455644175,74.36202040918323,93.8010577116715,103.62613618842497,118.45385286540412,85.66876178957253,106.39995688043172,20.320258562812203,90.1201871086702,77.90046785001341
2016-08-01,2016-8,1891.0,46.60793356844213,113.38639702054084,85.17499419974101,107.15854942252088,116.61587431211926,79.74033791899541,96.80868895025348,91.5002652894479,74.18182677315835,100.2651855133045
2016-09-01,2016-9,1897.0,23.730490700613256,98.15267390672808,103.1803443736874,109.4339732775676,113.57410890814516,64.78531317465037,124.68755443540604,18.67794761465821,57.422574978013984,103.21361047757549
2016-10-01,2016-10,1645.0,27.365799914324224,92.37079918828876,102.17539809474512,104.68638736392496,114.2632658686485,61.417318972159265,95.0008780964301,21.53925022796755,52.86369527117567,100.65890881644732
2016-11-01,2016-11,1715.0,25.695510897353955,80.57196764225952,97.92706264202364,96.80749866387885,87.46307443983412,50.11573551864356,87.67619769839733,40.356151991217715,31.356477184159516,70.44636309581736
2016-12-01,2016-12,1343.0,33.519538986644335,63.90941755723777,87.60127561867806,107.31814135577334,88.35245058678282,59.79346512625927,87.64487547806755,26.3827748510846,49.41834750595739,65.14656395574832
2017-01-01,2017-1,1904.0,47.784885182892864,95.71204714460131,108.43162094070104,106.42859123837096,93.12279567030588,60.984502628114626,88.21019776911409,37.65273085217997,68.75024724028417,89.32206505580095
2017-02-01,2017-2,1736.0,129.10988745692134,96.44908865038047,94.05594431794307,103.29781526637152,97.73215107488966,100.32934303334989,92.35914895155264,101.57469287586154,106.90981246779086,94.63171147072612
2017-03-01,2017-3,2016.0,131.15417020524413,106.93527900504272,89.6330190096911,96.2730495015758,93.09300302870687,92.74800402960102,88.50313203873908,102.99226289425351,69.81008784321305,108.96893519315822
2017-04-01,2017-4,1667.0,105.74157453860116,97.4389910348937,87.03365428699645,92.4854100094512,85.43098786206234,159.65519883009475,91.21148221204302,103.79544190902575,91.15279629871588,101.10794940257136
2017-05-01,2017-5,2083.0,106.23521152900216,109.7913956405185,122.48501794875226,100.5537534872169,110.04044279643726,103.70071981500637,97.36908057802007,116.6896152759586,83.2752063265928,114.1813171720996
2017-06-01,2017-6,1604.0,27.473691514315483,78.1925264225193,91.13666993335514,83.11969464823943,94.43433202841204,85.3138148681833,93.94419783552968,43.1488782200364,47.509667734985825,74.99552601408804
2017-07-01,2017-7,1903.0,92.62806345551662,103.8090477271039,90.62917076116018,111.2189526367554,126.66435645498254,117.4724650667485,111.46640584143788,109.10793588797436,114.0003384859878,107.90456016600238
2017-08-01,2017-8,2157.0,102.15067498600378,122.85734551299444,101.80922641995603,85.82394452615631,98.75617937530996,47.014658084697864,101.79071752137018,96.2598062099282,45.51476729676671,114.7446743207608
2017-09-01,2017-9,1944.0,23.156759701164276,89.57556540047541,106.14367562802497,91.72069452585548,86.94303961826182,52.94413238864809,88.53655403136557,36.02750357894846,40.091548296957946,75.12126594649047
2017-10-01,2017-10,1929.0,22.844894343681716,85.99596613590313,101.47865992572837,102.63439585044009,100.68779030397272,45.73522710804648,88.77113248400438,17.93955434549984,57.18430934417724,82.26811125906418
2017-11-01,2017-11,2112.0,1.3435355578000372,64.52410184961606,96.40274431308718,79.73564767048882,86.90537272028448,35.43771646914819,97.93855294708874,33.93539053792811,22.27749188371756,59.41666939747638
2017-12-01,2017-12,1651.0,53.383163160462786,70.76278936179368,123.48520240979528,65.95881554487083,80.90639724892975,100.00831419779884,93.4042347755722,62.88080011956848,104.50857023049215,66.64740531435984
2018-01-01,2018-1,1969.0,44.76160608325244,59.51689541615373,105.712252961672,74.93613196472924,94.60041953911777,76.38895440595684,101.8561907943744,52.72534332016636,87.39682416793673,58.37596527074624
