date,ym,indonesia_detik_body_count,indonesia_detik_epu_count,indonesia_detik_ratio,indonesia_antara_body_count,indonesia_antara_epu_count,indonesia_antara_ratio,indonesia_abc_au_solomon_islands_body_count,indonesia_abc_au_solomon_islands_epu_count,indonesia_abc_au_solomon_islands_ratio,indonesia_tempo_body_count,indonesia_tempo_epu_count,indonesia_tempo_ratio,indonesia_jakarta_post_body_count,indonesia_jakarta_post_epu_count,indonesia_jakarta_post_ratio,indonesia_rnz_body_count,indonesia_rnz_epu_count,indonesia_rnz_ratio,news_total,indonesia_detik_weights,indonesia_antara_weights,indonesia_abc_au_solomon_islands_weights,indonesia_tempo_weights,indonesia_jakarta_post_weights,indonesia_rnz_weights,indonesia_detik_z_score,indonesia_antara_z_score,indonesia_abc_au_solomon_islands_z_score,indonesia_tempo_z_score,indonesia_jakarta_post_z_score,indonesia_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2015-11-01,2015-11,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,45.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,43.0,0.0,0.0,0.6046511627906976,0.0,0.0,0.3953488372093023,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,2016-1,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,45.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,2016-2,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.18181818181818182,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,2016-3,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,32.0,0.0,0.0,0.6875,0.0,0.0,0.3125,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,2016-4,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,38.0,0.0,0.0,0.7368421052631579,0.0,0.0,0.2631578947368421,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,2016-5,0.0,0.0,0.0,0.0,0.0,0.0,32,3.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,0.0,0.0,0.6956521739130435,0.0,0.0,0.30434782608695654,,,1.4516980352168682,0.0,,0.0,0.48389934507228943,1.0098768940639082,119.05839337513724,95.90276971405957,119.05839337513724
2016-06-01,2016-6,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,34.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.29411764705882354,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016-7,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,47.0,0.0,0.0,0.5957446808510638,0.0,0.0,0.40425531914893614,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,42.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.21428571428571427,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,2016-9,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,45.0,0.0,0.0,0.8444444444444444,0.0,0.0,0.15555555555555556,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,2016-10,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.16129032258064516,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,2016-11,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,45.0,0.0,0.0,0.6888888888888889,0.0,0.0,0.3111111111111111,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,2016-12,0.0,0.0,0.0,0.0,0.0,0.0,28,1.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,46.0,0.0,0.0,0.6086956521739131,0.0,0.0,0.391304347826087,,,0.5530278229397593,0.0,,0.0,0.18434260764658641,0.3366256313546361,39.68613112504575,36.534388462498875,39.68613112504575
2017-01-01,2017-1,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,47.0,0.0,0.0,0.723404255319149,0.0,0.0,0.2765957446808511,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,0.0,0.0,0.0,0.0,0.0,0.0,31,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,0.8857142857142857,0.0,0.0,0.11428571428571428,,,0.4995090013649439,0.0,,0.0,0.16650300045498131,0.44242225835180743,52.15891519291727,32.998802482257055,52.15891519291727
2017-03-01,2017-3,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,41.0,0.0,0.0,0.6585365853658537,0.0,0.0,0.34146341463414637,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.16129032258064516,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,0.0,0.0,0.0,0.0,0.0,0.0,33,1.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,45.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,,,0.46923572855494733,0.0,,0.0,0.15641190951831577,0.3441062009402947,40.56804515004677,30.998875059089958,40.56804515004677
2017-06-01,2017-6,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,0.7083333333333334,0.0,0.0,0.2916666666666667,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2017-7,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,37.0,0.0,0.0,0.918918918918919,0.0,0.0,0.08108108108108109,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.21428571428571427,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,42.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.35714285714285715,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.08571428571428572,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,32.0,0.0,0.0,0.90625,0.0,0.0,0.09375,,,0.0,0.0,,8.48528137423857,2.82842712474619,0.795495128834866,93.78407658749086,560.558715277887,93.78407658749086
2017-12-01,2017-12,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,2018-1,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0,0.8,0.0,0.0,0.2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0,0.0,0.8846153846153846,0.0,0.0,0.11538461538461539,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,0.0,0.0,0.0,0.0,0.0,0.0,17,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,31.0,0.0,0.0,0.5483870967741935,0.0,0.0,0.45161290322580644,,,0.9108693554301919,0.0,,0.0,0.3036231184767306,0.4995090013649439,58.88909779845499,60.17428687940993,58.88909779845499
2018-04-01,2018-4,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,30.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,0.0,0.0,0.8108108108108109,0.0,0.0,0.1891891891891892,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,2018-6,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,28.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,2018-7,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,30.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.4666666666666667,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018-9,0.0,0.0,0.0,0.0,0.0,0.0,19,2.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,0.8636363636363636,0.0,0.0,0.13636363636363635,,,1.6299767412961328,0.0,,0.0,0.5433255804320443,1.407707185664842,165.9601847047368,107.6803028368388,165.9601847047368
2018-10-01,2018-10,0.0,0.0,0.0,0.0,0.0,0.0,42,3.0,0.07142857142857142,483.0,4.0,0.008281573498964804,0.0,0.0,0.0,17.0,0.0,0.0,542.0,0.0,0.0,0.07749077490774908,0.8911439114391144,0.0,0.03136531365313653,,,1.1060556458795185,0.5281787466953193,,0.0,0.5447447975249459,0.5563923833593709,65.59530536673321,107.9615738313562,65.59530536673321
2018-11-01,2018-11,0.0,0.0,0.0,0.0,0.0,0.0,33,2.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,39.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.15384615384615385,,,0.9384714571098947,0.0,,0.0,0.31282381903663153,0.7940912329391416,93.61856573087717,61.997750118179916,93.61856573087717
2018-12-01,2018-12,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,433.0,16.0,0.03695150115473441,0.0,0.0,0.0,9.0,0.0,0.0,467.0,0.0,0.0,0.05353319057815846,0.9271948608137045,0.0,0.019271948608137045,,,0.0,2.3566774563865054,,0.0,0.7855591521288351,2.185099226157081,257.61001638983373,155.68795294014907,257.61001638983373
2019-01-01,2019-1,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,564.0,26.0,0.04609929078014184,0.0,0.0,0.0,7.0,0.0,0.0,585.0,0.0,0.0,0.023931623931623933,0.9641025641025641,0.0,0.011965811965811967,,,0.0,2.9401013745566575,,0.0,0.9800337915188858,2.834559273931547,334.17743792792317,194.2303827792773,334.17743792792317
2019-02-01,2019-2,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,471.0,3.0,0.006369426751592357,0.0,0.0,0.0,5.0,0.0,0.0,493.0,0.0,0.0,0.034482758620689655,0.9553752535496958,0.0,0.010141987829614604,,,0.0,0.40622664753796056,,0.0,0.1354088825126535,0.38809888639022194,45.75451736335662,26.836339021928566,45.75451736335662
2019-03-01,2019-3,0.0,0.0,0.0,0.0,0.0,0.0,24,1.0,0.041666666666666664,505.0,14.0,0.027722772277227723,0.0,0.0,0.0,8.0,0.0,0.0,537.0,0.0,0.0,0.0446927374301676,0.9404096834264432,0.0,0.0148975791433892,,,0.6451991267630526,1.768091428293935,,0.0,0.804430185018996,1.6915660155135017,199.4254282663834,159.4279545333754,199.4254282663834
2019-04-01,2019-4,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,521.0,11.0,0.02111324376199616,0.0,0.0,0.0,7.0,0.0,0.0,547.0,0.0,0.0,0.03473491773308958,0.9524680073126143,0.0,0.012797074954296161,,,0.0,1.346551670437731,,0.0,0.44885055681257696,1.2825473862852976,151.20459942808222,88.95654028957894,151.20459942808222
2019-05-01,2019-5,0.0,0.0,0.0,0.0,0.0,0.0,22,1.0,0.045454545454545456,542.0,9.0,0.016605166051660517,0.0,0.0,0.0,11.0,0.0,0.0,575.0,0.0,0.0,0.03826086956521739,0.9426086956521739,0.0,0.019130434782608695,,,0.703853592832421,1.0590373671054212,,0.0,0.5876303199792807,1.0251878817625244,120.86346645592444,116.4609455000465,120.86346645592444
