implementation_role,missingness_type,validation_scheme,candidate_method,gate_score,release_rule,target_correct_within_25pct,production_action,gate_threshold,validated_coverage,validated_within_10pct,validated_within_25pct,validated_outside_25pct,validated_within_50pct,validated_mae_log,validated_mape_pct,validated_n_eval
normal_gap_default,country_month_gap,country_month_holdout,relative_decomp_temporal,hgb_raw,cv_precision_target_80pct,0.8,release,0.5740472872409552,0.5808158999323716,0.5202609724881879,0.7999836411050915,0.20001635889490854,0.9247587063000992,0.1808088606558734,19.931082261483972,207838
normal_gap_default,product_month_gap,product_month_holdout,relative_decomp_temporal,hgb_raw,cv_precision_target_80pct,0.8,release,0.5632602418000552,0.6018002559817571,0.5242283384491078,0.8000482941485138,0.19995170585148625,0.926393216529601,0.1784870650184974,19.596581553407205,215347
normal_gap_strict,country_month_gap,country_month_holdout,relative_decomp_temporal,hgb_raw,cv_precision_target_90pct,0.9,release_when_high_stakes,0.7620031884233945,0.3324632934456374,0.6577819245511398,0.8999058570371865,0.10009414296281349,0.9660244771703316,0.1194610803735615,12.806022939854271,118968
normal_gap_strict,product_month_gap,product_month_holdout,relative_decomp_temporal,hgb_raw,cv_precision_target_90pct,0.9,release_when_high_stakes,0.7553070177788934,0.3526735561902313,0.661743264659271,0.9002139461172741,0.09978605388272588,0.9677892234548336,0.1165508122409693,12.487055327113575,126200
forward_time_default,future_or_latest_month_gap,time_forward_block,ensemble_context,hgb_raw,cv_precision_target_70pct,0.7,release_as_lower_confidence,0.5630277282052861,0.3272556962725362,0.3745392325647715,0.6997644673053158,0.30023553269468417,0.8917817044962452,0.2546355729775668,25.9271577469873,94679
forward_time_strict,future_or_latest_month_gap,time_forward_block,ensemble_context,stacked_logistic,prob_ge_0.80,,release_when_high_stakes,0.8,0.0424489824134498,0.5019135249572511,0.820210080612328,0.17978991938767197,0.9435713704095756,0.1842221204128934,16.575516204044437,12281
new_series_diagnostic,new_country_product_unit_series,series_holdout,ensemble_context,stacked_logistic,rank_top_25pct,,do_not_release; route_to_labeling_or_review,0.3742561411341609,0.2500013972803335,0.1752738654147105,0.4195841716968477,0.5804158283031523,0.7125978090766824,0.4013964625338181,45.6679819670504,89460
