date,ym,imf_absolute,imf_framing,world_bank_absolute,world_bank_framing,central_bank_absolute,central_bank_framing,finance_ministry_absolute,finance_ministry_framing,government_absolute,government_framing,parliament_absolute,parliament_framing,multilateral_development_bank_absolute,multilateral_development_bank_framing,credit_rating_agency_absolute,credit_rating_agency_framing,international_investors_absolute,international_investors_framing,commercial_banks_absolute,commercial_banks_framing,state_owned_enterprises_absolute,state_owned_enterprises_framing,labor_unions_absolute,labor_unions_framing,international_organizations_absolute,international_organizations_framing,courts_judiciary_absolute,courts_judiciary_framing,military_security_absolute,military_security_framing,us_government_absolute,us_government_framing,china_government_absolute,china_government_framing
2015-01-01,2015-1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,2015-2,,,0.0,0.0,0.0,0.0,0.0,0.0,118.34914564860402,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,2015-3,,,0.0,0.0,0.0,0.0,0.0,0.0,172.14421185251493,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,2015-4,,,0.0,0.0,0.0,0.0,0.0,0.0,315.59772172961067,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,64.8667670408774,129.0447515484706,1285.1266562601934,1739.221587643838,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,2015-5,,,0.0,0.0,0.0,0.0,0.0,0.0,331.3776078160913,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,136.22021078584257,286.4793484376047,0.0,0.0,646.7436779172277,758.7428192622724,0.0,0.0,0.0,0.0
2015-06-01,2015-6,,,0.0,0.0,0.0,0.0,0.0,0.0,473.396582594416,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,246.05058922659572,255.05793579043137,0.0,0.0,1077.906129862046,717.7296938967442,0.0,0.0,0.0,0.0
2015-07-01,2015-7,,,0.0,0.0,0.0,0.0,0.0,0.0,189.35863303776645,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,77.84012044905289,247.7659229730635,0.0,0.0,0.0,0.0,0.0,0.0,6970.42515152073,7068.880133372421
2015-08-01,2015-8,,,0.0,0.0,0.0,0.0,0.0,0.0,409.4240714330085,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,147.2650927414514,190.42820093368903,0.0,0.0,873.977943131389,630.438244639032,0.0,0.0,0.0,0.0
2015-09-01,2015-9,,,0.0,0.0,0.0,0.0,0.0,0.0,258.21631777877235,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,106.14561879416304,267.4745759368299,700.9781761419235,1201.64400600847,587.9487981065706,826.4766172144326,0.0,0.0,0.0,0.0
2015-10-01,2015-10,,,0.0,0.0,0.0,0.0,0.0,0.0,631.1954434592213,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,259.4670681635096,309.7074037163294,5140.5066250407735,4174.131810345211,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,2015-11,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,,,0.0,0.0,0.0,0.0,0.0,0.0,140.26565410204918,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,28.82967424038996,114.70644582086274,0.0,0.0,239.5346955248992,531.6516251086992,0.0,0.0,0.0,0.0
2016-01-01,2016-1,,,0.0,0.0,0.0,0.0,0.0,0.0,4.353072023856699,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,316.60746914087105,363.65827506234115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,2016-2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
