date,ym,news_total,EPU_index,E_breadth,E_intensity,P_breadth,P_intensity,U_breadth,U_intensity,EU_index,PU_index,EP_index
2015-01-01,2015-1,19.0,0.0,74.39728749606783,73.45576389596769,91.05447279659047,74.15255567345838,0.0,0.0,0.0,0.0,43.4588618212151
2015-02-01,2015-2,11.0,0.0,33.97263426155453,30.26089424222831,69.90040335899876,56.31896208365987,0.0,0.0,0.0,0.0,48.9852451343153
2015-03-01,2015-3,15.0,0.0,113.08387699402311,112.22408372995064,51.260295796599095,87.04865231232071,0.0,0.0,0.0,0.0,82.5718374603087
2015-04-01,2015-4,23.0,406.5103349984437,122.91725760219904,168.336125594926,117.00719692701968,68.39536967396629,226.39852428328672,87.36306593417694,334.98942812351345,298.0799026984345,125.65279613525236
2015-05-01,2015-5,27.0,115.42886055511364,136.11948156687967,105.94581331149188,135.27022501880316,100.79317636163452,128.5720014448295,393.13379670379624,95.12045489926923,169.27994474232082,137.61972910051446
2015-06-01,2015-6,8.0,389.5724043735085,82.0510836702697,109.99820641986608,72.08479096396746,34.98011200944627,216.96525243814975,196.56689835189815,321.0315352850337,285.6599067526664,118.96211047237644
2015-07-01,2015-7,15.0,0.0,81.45520362215156,48.210026358910376,38.44522184744932,40.33336494676923,0.0,0.0,0.0,0.0,35.92251309849788
2015-08-01,2015-8,12.0,0.0,47.11828208084297,25.505473574988784,32.037684872874436,60.94888518751096,0.0,0.0,0.0,0.0,34.40493227512863
2015-09-01,2015-9,16.0,0.0,123.68549046221278,69.68459744595148,48.05652730931165,79.52813162781707,0.0,0.0,0.0,0.0,77.41109761903941
2015-10-01,2015-10,10.0,0.0,84.81290774551734,32.64700617598564,38.44522184744932,84.74514919998926,45.25476305779176,0.0,0.0,48.94204005089999,82.5718374603087
2015-11-01,2015-11,14.0,445.2256049982955,161.54839570574734,92.36625073228082,54.92174549635618,80.83089143286924,495.92057700148536,141.96498214303753,550.3397747743436,326.46846486019024,88.46982585033075
2015-12-01,2015-12,20.0,155.82896174940342,84.81290774551734,122.42627315994616,57.66783277117398,62.868471114453854,86.78610097525993,262.08919780253086,128.4126141140135,114.26396270106656,41.28591873015435
2016-01-01,2016-1,15.0,0.0,94.23656416168592,67.33445023797039,25.630147898299548,72.5405435936006,231.42960260069313,87.36306593417694,171.21681881868463,0.0,55.04789164020579
2016-02-01,2016-2,22.0,0.0,102.80352454002102,61.21313657997308,69.90040335899877,43.52432615616035,0.0,0.0,0.0,0.0,75.06530678209882
2016-03-01,2016-3,23.0,135.5034449994812,122.91725760219902,108.98599751956074,75.21891231022693,64.76083312124344,226.39852428328672,79.7662775920746,111.6631427078378,198.7199351322897,71.80159779157277
2016-04-01,2016-4,10.0,0.0,56.54193849701157,91.81970486995962,134.5582764660726,66.32278271414911,0.0,0.0,0.0,0.0,41.28591873015435
2016-05-01,2016-5,25.0,0.0,56.54193849701157,250.9738599778896,53.82331058642905,95.33900015158936,0.0,0.0,0.0,0.0,49.54310247618522
2016-06-01,2016-6,12.0,0.0,70.67742312126445,132.62846258994165,32.03768487287443,29.01621743744024,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016-7,14.0,0.0,20.193549463218417,397.885387769825,41.191309122267135,86.2259726293452,0.0,0.0,0.0,0.0,29.48994195011025
2016-08-01,2016-8,27.0,115.42886055511364,94.23656416168592,66.50316072885964,35.59742763652715,101.24424432766024,128.57200144482948,155.31211721631456,190.2409097985385,84.63997237116041,61.164324044673094
2016-09-01,2016-9,29.0,0.0,97.48610085691648,101.00167535695556,79.54183830506756,70.12252547381391,0.0,0.0,0.0,0.0,56.94609480021289
2016-10-01,2016-10,11.0,283.3253849989153,97.35627257473556,131.26877390197944,98.16149294962172,104.64962830841652,157.79291086410896,127.07355044971192,233.47748020729725,207.75265945648468,142.2575954066555
2016-11-01,2016-11,29.0,107.46824948234718,77.98888068553319,66.49013111272939,66.28486525422296,51.27294970596842,59.852483431213734,84.35054641920533,88.56042352690584,78.80273289728729,56.94609480021289
2016-12-01,2016-12,25.0,0.0,90.4671015952185,72.69059968871804,84.5794880643885,58.03243487488048,208.2866423406238,116.48408791223592,102.7300912912108,0.0,82.5718374603087
2017-01-01,2017-1,26.0,0.0,86.9875976877101,42.0840313987315,36.96655946870128,46.425947899904386,66.75853921173841,87.36306593417694,98.77893393385654,0.0,15.879199511597824
2017-02-01,2017-2,13.0,239.7368642298514,115.7336728321024,260.9906564623427,73.93311893740255,68.67462877309929,133.5170784234768,80.64283009308642,197.55786786771307,175.7907118477947,136.72425064477682
2017-03-01,2017-3,7.0,0.0,40.38709892643683,61.21313657997308,109.84349099271236,29.01621743744024,0.0,0.0,0.0,0.0,58.979883900220486
